experiment_id,ingredient_id,calories,calories,protein_g,protein_g,total_fat_g,total_fat_g,total_carbohydrate_g,total_carbohydrate_g
137,898,960.0,55.0,18.0,2.5,64.0,5.0,,2.0
138,899,360.0,25.0,8.0,1.0,12.0,0.1,,4.0
138,899,360.0,25.0,8.0,0.3,12.0,0.2,,6.0
138,899,360.0,150.0,8.0,1.0,12.0,15.0,,2.0
138,899,360.0,90.0,8.0,0.0,12.0,0.5,,22.0
138,900,120.0,25.0,0.0,1.0,7.0,0.1,,4.0
138,900,120.0,25.0,0.0,0.3,7.0,0.2,,6.0
138,900,120.0,150.0,0.0,1.0,7.0,15.0,,2.0
138,900,120.0,90.0,0.0,0.0,7.0,0.5,,22.0
138,901,60.0,25.0,1.0,1.0,1.0,0.1,,4.0
138,901,60.0,25.0,1.0,0.3,1.0,0.2,,6.0
138,901,60.0,150.0,1.0,1.0,1.0,15.0,,2.0
138,901,60.0,90.0,1.0,0.0,1.0,0.5,,22.0
138,902,20.0,25.0,2.0,1.0,0.0,0.1,,4.0
138,902,20.0,25.0,2.0,0.3,0.0,0.2,,6.0
138,902,20.0,150.0,2.0,1.0,0.0,15.0,,2.0
138,902,20.0,90.0,2.0,0.0,0.0,0.5,,22.0
138,903,0.0,25.0,0.0,1.0,0.0,0.1,,4.0
138,903,0.0,25.0,0.0,0.3,0.0,0.2,,6.0
138,903,0.0,150.0,0.0,1.0,0.0,15.0,,2.0
138,903,0.0,90.0,0.0,0.0,0.0,0.5,,22.0
139,904,1140.0,800.0,6.0,20.0,2.0,10.0,,150.0
139,904,1140.0,450.0,6.0,5.0,2.0,25.0,,55.0
139,904,1140.0,30.0,6.0,2.5,2.0,2.0,,0.2
139,904,1140.0,250.0,6.0,2.5,2.0,0.5,,65.0
139,904,1140.0,390.0,6.0,0.0,2.0,0.0,,100.0
139,904,1140.0,15.0,6.0,0.3,2.0,0.3,,3.0
139,905,20.0,800.0,1.0,20.0,0.0,10.0,,150.0
139,905,20.0,450.0,1.0,5.0,0.0,25.0,,55.0
139,905,20.0,30.0,1.0,2.5,0.0,2.0,,0.2
139,905,20.0,250.0,1.0,2.5,0.0,0.5,,65.0
139,905,20.0,390.0,1.0,0.0,0.0,0.0,,100.0
139,905,20.0,15.0,1.0,0.3,0.0,0.3,,3.0
139,906,450.0,800.0,0.0,20.0,0.0,10.0,,150.0
139,906,450.0,450.0,0.0,5.0,0.0,25.0,,55.0
139,906,450.0,30.0,0.0,2.5,0.0,2.0,,0.2
139,906,450.0,250.0,0.0,2.5,0.0,0.5,,65.0
139,906,450.0,390.0,0.0,0.0,0.0,0.0,,100.0
139,906,450.0,15.0,0.0,0.3,0.0,0.3,,3.0
139,907,180.0,800.0,3.0,20.0,7.0,10.0,,150.0
139,907,180.0,450.0,3.0,5.0,7.0,25.0,,55.0
139,907,180.0,30.0,3.0,2.5,7.0,2.0,,0.2
139,907,180.0,250.0,3.0,2.5,7.0,0.5,,65.0
139,907,180.0,390.0,3.0,0.0,7.0,0.0,,100.0
139,907,180.0,15.0,3.0,0.3,7.0,0.3,,3.0
139,908,0.0,800.0,0.0,20.0,0.0,10.0,,150.0
139,908,0.0,450.0,0.0,5.0,0.0,25.0,,55.0
139,908,0.0,30.0,0.0,2.5,0.0,2.0,,0.2
139,908,0.0,250.0,0.0,2.5,0.0,0.5,,65.0
139,908,0.0,390.0,0.0,0.0,0.0,0.0,,100.0
139,908,0.0,15.0,0.0,0.3,0.0,0.3,,3.0
139,909,340.0,800.0,2.0,20.0,37.0,10.0,,150.0
139,909,340.0,450.0,2.0,5.0,37.0,25.0,,55.0
139,909,340.0,30.0,2.0,2.5,37.0,2.0,,0.2
139,909,340.0,250.0,2.0,2.5,37.0,0.5,,65.0
139,909,340.0,390.0,2.0,0.0,37.0,0.0,,100.0
139,909,340.0,15.0,2.0,0.3,37.0,0.3,,3.0
139,910,112.0,800.0,2.0,20.0,0.0,10.0,,150.0
139,910,112.0,450.0,2.0,5.0,0.0,25.0,,55.0
139,910,112.0,30.0,2.0,2.5,0.0,2.0,,0.2
139,910,112.0,250.0,2.0,2.5,0.0,0.5,,65.0
139,910,112.0,390.0,2.0,0.0,0.0,0.0,,100.0
139,910,112.0,15.0,2.0,0.3,0.0,0.3,,3.0
139,911,160.0,800.0,12.0,20.0,12.0,10.0,,150.0
139,911,160.0,450.0,12.0,5.0,12.0,25.0,,55.0
139,911,160.0,30.0,12.0,2.5,12.0,2.0,,0.2
139,911,160.0,250.0,12.0,2.5,12.0,0.5,,65.0
139,911,160.0,390.0,12.0,0.0,12.0,0.0,,100.0
139,911,160.0,15.0,12.0,0.3,12.0,0.3,,3.0
139,912,200.0,800.0,0.0,20.0,0.0,10.0,,150.0
139,912,200.0,450.0,0.0,5.0,0.0,25.0,,55.0
139,912,200.0,30.0,0.0,2.5,0.0,2.0,,0.2
139,912,200.0,250.0,0.0,2.5,0.0,0.5,,65.0
139,912,200.0,390.0,0.0,0.0,0.0,0.0,,100.0
139,912,200.0,15.0,0.0,0.3,0.0,0.3,,3.0
139,913,10.0,800.0,1.0,20.0,0.0,10.0,,150.0
139,913,10.0,450.0,1.0,5.0,0.0,25.0,,55.0
139,913,10.0,30.0,1.0,2.5,0.0,2.0,,0.2
139,913,10.0,250.0,1.0,2.5,0.0,0.5,,65.0
139,913,10.0,390.0,1.0,0.0,0.0,0.0,,100.0
139,913,10.0,15.0,1.0,0.3,0.0,0.3,,3.0
140,914,540.0,45.0,120.0,4.0,20.0,1.0,,3.0
140,914,540.0,200.0,120.0,4.0,20.0,0.5,,45.0
140,914,540.0,165.0,120.0,30.0,20.0,4.0,,0.0
140,914,540.0,50.0,120.0,9.0,20.0,0.5,,2.0
140,914,540.0,8.0,120.0,0.2,20.0,0.1,,1.7
140,914,540.0,3.0,120.0,0.2,20.0,0.0,,0.7
140,914,540.0,5.0,120.0,0.8,20.0,0.0,,0.5
140,914,540.0,45.0,120.0,0.0,20.0,5.0,,0.0
140,914,540.0,550.0,120.0,8.0,20.0,35.0,,45.0
140,915,140.0,45.0,5.0,4.0,1.0,1.0,,3.0
140,915,140.0,200.0,5.0,4.0,1.0,0.5,,45.0
140,915,140.0,165.0,5.0,30.0,1.0,4.0,,0.0
140,915,140.0,50.0,5.0,9.0,1.0,0.5,,2.0
140,915,140.0,8.0,5.0,0.2,1.0,0.1,,1.7
140,915,140.0,3.0,5.0,0.2,1.0,0.0,,0.7
140,915,140.0,5.0,5.0,0.8,1.0,0.0,,0.5
140,915,140.0,45.0,5.0,0.0,1.0,5.0,,0.0
140,915,140.0,550.0,5.0,8.0,1.0,35.0,,45.0
140,916,180.0,45.0,18.0,4.0,0.0,1.0,,3.0
140,916,180.0,200.0,18.0,4.0,0.0,0.5,,45.0
140,916,180.0,165.0,18.0,30.0,0.0,4.0,,0.0
140,916,180.0,50.0,18.0,9.0,0.0,0.5,,2.0
140,916,180.0,8.0,18.0,0.2,0.0,0.1,,1.7
140,916,180.0,3.0,18.0,0.2,0.0,0.0,,0.7
140,916,180.0,5.0,18.0,0.8,0.0,0.0,,0.5
140,916,180.0,45.0,18.0,0.0,0.0,5.0,,0.0
140,916,180.0,550.0,18.0,8.0,0.0,35.0,,45.0
140,917,10.0,45.0,1.0,4.0,0.0,1.0,,3.0
140,917,10.0,200.0,1.0,4.0,0.0,0.5,,45.0
140,917,10.0,165.0,1.0,30.0,0.0,4.0,,0.0
140,917,10.0,50.0,1.0,9.0,0.0,0.5,,2.0
140,917,10.0,8.0,1.0,0.2,0.0,0.1,,1.7
140,917,10.0,3.0,1.0,0.2,0.0,0.0,,0.7
140,917,10.0,5.0,1.0,0.8,0.0,0.0,,0.5
140,917,10.0,45.0,1.0,0.0,0.0,5.0,,0.0
140,917,10.0,550.0,1.0,8.0,0.0,35.0,,45.0
140,918,20.0,45.0,2.0,4.0,0.0,1.0,,3.0
140,918,20.0,200.0,2.0,4.0,0.0,0.5,,45.0
140,918,20.0,165.0,2.0,30.0,0.0,4.0,,0.0
140,918,20.0,50.0,2.0,9.0,0.0,0.5,,2.0
140,918,20.0,8.0,2.0,0.2,0.0,0.1,,1.7
140,918,20.0,3.0,2.0,0.2,0.0,0.0,,0.7
140,918,20.0,5.0,2.0,0.8,0.0,0.0,,0.5
140,918,20.0,45.0,2.0,0.0,0.0,5.0,,0.0
140,918,20.0,550.0,2.0,8.0,0.0,35.0,,45.0
140,919,5.0,45.0,1.0,4.0,0.0,1.0,,3.0
140,919,5.0,200.0,1.0,4.0,0.0,0.5,,45.0
140,919,5.0,165.0,1.0,30.0,0.0,4.0,,0.0
140,919,5.0,50.0,1.0,9.0,0.0,0.5,,2.0
140,919,5.0,8.0,1.0,0.2,0.0,0.1,,1.7
140,919,5.0,3.0,1.0,0.2,0.0,0.0,,0.7
140,919,5.0,5.0,1.0,0.8,0.0,0.0,,0.5
140,919,5.0,45.0,1.0,0.0,0.0,5.0,,0.0
140,919,5.0,550.0,1.0,8.0,0.0,35.0,,45.0
140,920,190.0,45.0,0.0,4.0,22.0,1.0,,3.0
140,920,190.0,200.0,0.0,4.0,22.0,0.5,,45.0
140,920,190.0,165.0,0.0,30.0,22.0,4.0,,0.0
140,920,190.0,50.0,0.0,9.0,22.0,0.5,,2.0
140,920,190.0,8.0,0.0,0.2,22.0,0.1,,1.7
140,920,190.0,3.0,0.0,0.2,22.0,0.0,,0.7
140,920,190.0,5.0,0.0,0.8,22.0,0.0,,0.5
140,920,190.0,45.0,0.0,0.0,22.0,5.0,,0.0
140,920,190.0,550.0,0.0,8.0,22.0,35.0,,45.0
140,921,800.0,45.0,10.0,4.0,50.0,1.0,,3.0
140,921,800.0,200.0,10.0,4.0,50.0,0.5,,45.0
140,921,800.0,165.0,10.0,30.0,50.0,4.0,,0.0
140,921,800.0,50.0,10.0,9.0,50.0,0.5,,2.0
140,921,800.0,8.0,10.0,0.2,50.0,0.1,,1.7
140,921,800.0,3.0,10.0,0.2,50.0,0.0,,0.7
140,921,800.0,5.0,10.0,0.8,50.0,0.0,,0.5
140,921,800.0,45.0,10.0,0.0,50.0,5.0,,0.0
140,921,800.0,550.0,10.0,8.0,50.0,35.0,,45.0
141,922,200.0,230.0,4.0,6.0,0.0,0.5,,52.0
141,922,200.0,170.0,4.0,1.0,0.0,15.0,,2.0
141,922,200.0,0.0,4.0,0.0,0.0,0.0,,0.0
141,922,200.0,40.0,4.0,1.1,0.0,0.1,,9.0
141,922,200.0,41.0,4.0,0.9,0.0,0.2,,10.0
141,922,200.0,330.0,4.0,50.0,0.0,7.0,,0.0
141,922,200.0,200.0,4.0,2.0,0.0,10.0,,25.0
141,922,200.0,270.0,4.0,5.0,0.0,1.0,,58.0
141,923,10.0,230.0,1.0,6.0,0.0,0.5,,52.0
141,923,10.0,170.0,1.0,1.0,0.0,15.0,,2.0
141,923,10.0,0.0,1.0,0.0,0.0,0.0,,0.0
141,923,10.0,40.0,1.0,1.1,0.0,0.1,,9.0
141,923,10.0,41.0,1.0,0.9,0.0,0.2,,10.0
141,923,10.0,330.0,1.0,50.0,0.0,7.0,,0.0
141,923,10.0,200.0,1.0,2.0,0.0,10.0,,25.0
141,923,10.0,270.0,1.0,5.0,0.0,1.0,,58.0
141,924,0.0,230.0,0.0,6.0,0.0,0.5,,52.0
141,924,0.0,170.0,0.0,1.0,0.0,15.0,,2.0
141,924,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
141,924,0.0,40.0,0.0,1.1,0.0,0.1,,9.0
141,924,0.0,41.0,0.0,0.9,0.0,0.2,,10.0
141,924,0.0,330.0,0.0,50.0,0.0,7.0,,0.0
141,924,0.0,200.0,0.0,2.0,0.0,10.0,,25.0
141,924,0.0,270.0,0.0,5.0,0.0,1.0,,58.0
141,925,140.0,230.0,12.0,6.0,10.0,0.5,,52.0
141,925,140.0,170.0,12.0,1.0,10.0,15.0,,2.0
141,925,140.0,0.0,12.0,0.0,10.0,0.0,,0.0
141,925,140.0,40.0,12.0,1.1,10.0,0.1,,9.0
141,925,140.0,41.0,12.0,0.9,10.0,0.2,,10.0
141,925,140.0,330.0,12.0,50.0,10.0,7.0,,0.0
141,925,140.0,200.0,12.0,2.0,10.0,10.0,,25.0
141,925,140.0,270.0,12.0,5.0,10.0,1.0,,58.0
141,926,320.0,230.0,6.0,6.0,24.0,0.5,,52.0
141,926,320.0,170.0,6.0,1.0,24.0,15.0,,2.0
141,926,320.0,0.0,6.0,0.0,24.0,0.0,,0.0
141,926,320.0,40.0,6.0,1.1,24.0,0.1,,9.0
141,926,320.0,41.0,6.0,0.9,24.0,0.2,,10.0
141,926,320.0,330.0,6.0,50.0,24.0,7.0,,0.0
141,926,320.0,200.0,6.0,2.0,24.0,10.0,,25.0
141,926,320.0,270.0,6.0,5.0,24.0,1.0,,58.0
141,927,1.0,230.0,0.0,6.0,0.0,0.5,,52.0
141,927,1.0,170.0,0.0,1.0,0.0,15.0,,2.0
141,927,1.0,0.0,0.0,0.0,0.0,0.0,,0.0
141,927,1.0,40.0,0.0,1.1,0.0,0.1,,9.0
141,927,1.0,41.0,0.0,0.9,0.0,0.2,,10.0
141,927,1.0,330.0,0.0,50.0,0.0,7.0,,0.0
141,927,1.0,200.0,0.0,2.0,0.0,10.0,,25.0
141,927,1.0,270.0,0.0,5.0,0.0,1.0,,58.0
141,928,2400.0,230.0,120.0,6.0,180.0,0.5,,52.0
141,928,2400.0,170.0,120.0,1.0,180.0,15.0,,2.0
141,928,2400.0,0.0,120.0,0.0,180.0,0.0,,0.0
141,928,2400.0,40.0,120.0,1.1,180.0,0.1,,9.0
141,928,2400.0,41.0,120.0,0.9,180.0,0.2,,10.0
141,928,2400.0,330.0,120.0,50.0,180.0,7.0,,0.0
141,928,2400.0,200.0,120.0,2.0,180.0,10.0,,25.0
141,928,2400.0,270.0,120.0,5.0,180.0,1.0,,58.0
142,929,220.0,200.0,4.0,10.0,0.0,15.0,,0.5
142,929,220.0,250.0,4.0,8.0,0.0,22.0,,0.0
142,929,220.0,78.0,4.0,6.3,0.0,5.0,,0.6
142,929,220.0,65.0,4.0,3.0,0.0,5.0,,0.3
142,929,220.0,120.0,4.0,11.0,0.0,8.0,,1.0
142,929,220.0,5.0,4.0,0.2,0.0,0.1,,1.3
142,929,220.0,230.0,4.0,6.0,0.0,0.5,,52.0
142,929,220.0,35.0,4.0,0.0,0.0,0.0,,8.5
142,929,220.0,0.0,4.0,0.0,0.0,0.0,,0.0
142,930,44.0,200.0,1.0,10.0,0.0,15.0,,0.5
142,930,44.0,250.0,1.0,8.0,0.0,22.0,,0.0
142,930,44.0,78.0,1.0,6.3,0.0,5.0,,0.6
142,930,44.0,65.0,1.0,3.0,0.0,5.0,,0.3
142,930,44.0,120.0,1.0,11.0,0.0,8.0,,1.0
142,930,44.0,5.0,1.0,0.2,0.0,0.1,,1.3
142,930,44.0,230.0,1.0,6.0,0.0,0.5,,52.0
142,930,44.0,35.0,1.0,0.0,0.0,0.0,,8.5
142,930,44.0,0.0,1.0,0.0,0.0,0.0,,0.0
142,931,25.0,200.0,1.0,10.0,0.0,15.0,,0.5
142,931,25.0,250.0,1.0,8.0,0.0,22.0,,0.0
142,931,25.0,78.0,1.0,6.3,0.0,5.0,,0.6
142,931,25.0,65.0,1.0,3.0,0.0,5.0,,0.3
142,931,25.0,120.0,1.0,11.0,0.0,8.0,,1.0
142,931,25.0,5.0,1.0,0.2,0.0,0.1,,1.3
142,931,25.0,230.0,1.0,6.0,0.0,0.5,,52.0
142,931,25.0,35.0,1.0,0.0,0.0,0.0,,8.5
142,931,25.0,0.0,1.0,0.0,0.0,0.0,,0.0
142,932,140.0,200.0,30.0,10.0,3.0,15.0,,0.5
142,932,140.0,250.0,30.0,8.0,3.0,22.0,,0.0
142,932,140.0,78.0,30.0,6.3,3.0,5.0,,0.6
142,932,140.0,65.0,30.0,3.0,3.0,5.0,,0.3
142,932,140.0,120.0,30.0,11.0,3.0,8.0,,1.0
142,932,140.0,5.0,30.0,0.2,3.0,0.1,,1.3
142,932,140.0,230.0,30.0,6.0,3.0,0.5,,52.0
142,932,140.0,35.0,30.0,0.0,3.0,0.0,,8.5
142,932,140.0,0.0,30.0,0.0,3.0,0.0,,0.0
142,933,50.0,200.0,2.0,10.0,1.0,15.0,,0.5
142,933,50.0,250.0,2.0,8.0,1.0,22.0,,0.0
142,933,50.0,78.0,2.0,6.3,1.0,5.0,,0.6
142,933,50.0,65.0,2.0,3.0,1.0,5.0,,0.3
142,933,50.0,120.0,2.0,11.0,1.0,8.0,,1.0
142,933,50.0,5.0,2.0,0.2,1.0,0.1,,1.3
142,933,50.0,230.0,2.0,6.0,1.0,0.5,,52.0
142,933,50.0,35.0,2.0,0.0,1.0,0.0,,8.5
142,933,50.0,0.0,2.0,0.0,1.0,0.0,,0.0
142,934,100.0,200.0,2.0,10.0,10.0,15.0,,0.5
142,934,100.0,250.0,2.0,8.0,10.0,22.0,,0.0
142,934,100.0,78.0,2.0,6.3,10.0,5.0,,0.6
142,934,100.0,65.0,2.0,3.0,10.0,5.0,,0.3
142,934,100.0,120.0,2.0,11.0,10.0,8.0,,1.0
142,934,100.0,5.0,2.0,0.2,10.0,0.1,,1.3
142,934,100.0,230.0,2.0,6.0,10.0,0.5,,52.0
142,934,100.0,35.0,2.0,0.0,10.0,0.0,,8.5
142,934,100.0,0.0,2.0,0.0,10.0,0.0,,0.0
142,935,200.0,200.0,4.0,10.0,0.0,15.0,,0.5
142,935,200.0,250.0,4.0,8.0,0.0,22.0,,0.0
142,935,200.0,78.0,4.0,6.3,0.0,5.0,,0.6
142,935,200.0,65.0,4.0,3.0,0.0,5.0,,0.3
142,935,200.0,120.0,4.0,11.0,0.0,8.0,,1.0
142,935,200.0,5.0,4.0,0.2,0.0,0.1,,1.3
142,935,200.0,230.0,4.0,6.0,0.0,0.5,,52.0
142,935,200.0,35.0,4.0,0.0,0.0,0.0,,8.5
142,935,200.0,0.0,4.0,0.0,0.0,0.0,,0.0
143,936,140.0,156.0,12.0,12.0,10.0,10.0,,1.2
143,936,140.0,215.0,12.0,0.3,10.0,24.0,,0.2
143,936,140.0,42.0,12.0,3.4,10.0,1.0,,5.0
143,936,140.0,77.0,12.0,0.0,10.0,0.0,,20.0
143,936,140.0,0.0,12.0,0.0,10.0,0.0,,0.0
143,936,140.0,10.0,12.0,0.0,10.0,0.0,,2.0
143,936,140.0,15.0,12.0,0.0,10.0,0.0,,0.5
143,936,140.0,5.0,12.0,0.1,10.0,0.0,,1.6
143,936,140.0,85.0,12.0,0.5,10.0,0.1,,20.0
143,937,460.0,156.0,3.0,12.0,49.0,10.0,,1.2
143,937,460.0,215.0,3.0,0.3,49.0,24.0,,0.2
143,937,460.0,42.0,3.0,3.4,49.0,1.0,,5.0
143,937,460.0,77.0,3.0,0.0,49.0,0.0,,20.0
143,937,460.0,0.0,3.0,0.0,49.0,0.0,,0.0
143,937,460.0,10.0,3.0,0.0,49.0,0.0,,2.0
143,937,460.0,15.0,3.0,0.0,49.0,0.0,,0.5
143,937,460.0,5.0,3.0,0.1,49.0,0.0,,1.6
143,937,460.0,85.0,3.0,0.5,49.0,0.1,,20.0
143,938,50.0,156.0,3.0,12.0,0.0,10.0,,1.2
143,938,50.0,215.0,3.0,0.3,0.0,24.0,,0.2
143,938,50.0,42.0,3.0,3.4,0.0,1.0,,5.0
143,938,50.0,77.0,3.0,0.0,0.0,0.0,,20.0
143,938,50.0,0.0,3.0,0.0,0.0,0.0,,0.0
143,938,50.0,10.0,3.0,0.0,0.0,0.0,,2.0
143,938,50.0,15.0,3.0,0.0,0.0,0.0,,0.5
143,938,50.0,5.0,3.0,0.1,0.0,0.0,,1.6
143,938,50.0,85.0,3.0,0.5,0.0,0.1,,20.0
143,939,50.0,156.0,0.0,12.0,0.0,10.0,,1.2
143,939,50.0,215.0,0.0,0.3,0.0,24.0,,0.2
143,939,50.0,42.0,0.0,3.4,0.0,1.0,,5.0
143,939,50.0,77.0,0.0,0.0,0.0,0.0,,20.0
143,939,50.0,0.0,0.0,0.0,0.0,0.0,,0.0
143,939,50.0,10.0,0.0,0.0,0.0,0.0,,2.0
143,939,50.0,15.0,0.0,0.0,0.0,0.0,,0.5
143,939,50.0,5.0,0.0,0.1,0.0,0.0,,1.6
143,939,50.0,85.0,0.0,0.5,0.0,0.1,,20.0
143,940,0.0,156.0,0.0,12.0,0.0,10.0,,1.2
143,940,0.0,215.0,0.0,0.3,0.0,24.0,,0.2
143,940,0.0,42.0,0.0,3.4,0.0,1.0,,5.0
143,940,0.0,77.0,0.0,0.0,0.0,0.0,,20.0
143,940,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
143,940,0.0,10.0,0.0,0.0,0.0,0.0,,2.0
143,940,0.0,15.0,0.0,0.0,0.0,0.0,,0.5
143,940,0.0,5.0,0.0,0.1,0.0,0.0,,1.6
143,940,0.0,85.0,0.0,0.5,0.0,0.1,,20.0
143,941,5.0,156.0,1.0,12.0,0.0,10.0,,1.2
143,941,5.0,215.0,1.0,0.3,0.0,24.0,,0.2
143,941,5.0,42.0,1.0,3.4,0.0,1.0,,5.0
143,941,5.0,77.0,1.0,0.0,0.0,0.0,,20.0
143,941,5.0,0.0,1.0,0.0,0.0,0.0,,0.0
143,941,5.0,10.0,1.0,0.0,0.0,0.0,,2.0
143,941,5.0,15.0,1.0,0.0,0.0,0.0,,0.5
143,941,5.0,5.0,1.0,0.1,0.0,0.0,,1.6
143,941,5.0,85.0,1.0,0.5,0.0,0.1,,20.0
143,942,10.0,156.0,0.0,12.0,0.0,10.0,,1.2
143,942,10.0,215.0,0.0,0.3,0.0,24.0,,0.2
143,942,10.0,42.0,0.0,3.4,0.0,1.0,,5.0
143,942,10.0,77.0,0.0,0.0,0.0,0.0,,20.0
143,942,10.0,0.0,0.0,0.0,0.0,0.0,,0.0
143,942,10.0,10.0,0.0,0.0,0.0,0.0,,2.0
143,942,10.0,15.0,0.0,0.0,0.0,0.0,,0.5
143,942,10.0,5.0,0.0,0.1,0.0,0.0,,1.6
143,942,10.0,85.0,0.0,0.5,0.0,0.1,,20.0
143,943,0.0,156.0,0.0,12.0,0.0,10.0,,1.2
143,943,0.0,215.0,0.0,0.3,0.0,24.0,,0.2
143,943,0.0,42.0,0.0,3.4,0.0,1.0,,5.0
143,943,0.0,77.0,0.0,0.0,0.0,0.0,,20.0
143,943,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
143,943,0.0,10.0,0.0,0.0,0.0,0.0,,2.0
143,943,0.0,15.0,0.0,0.0,0.0,0.0,,0.5
143,943,0.0,5.0,0.0,0.1,0.0,0.0,,1.6
143,943,0.0,85.0,0.0,0.5,0.0,0.1,,20.0
143,944,60.0,156.0,2.0,12.0,2.0,10.0,,1.2
143,944,60.0,215.0,2.0,0.3,2.0,24.0,,0.2
143,944,60.0,42.0,2.0,3.4,2.0,1.0,,5.0
143,944,60.0,77.0,2.0,0.0,2.0,0.0,,20.0
143,944,60.0,0.0,2.0,0.0,2.0,0.0,,0.0
143,944,60.0,10.0,2.0,0.0,2.0,0.0,,2.0
143,944,60.0,15.0,2.0,0.0,2.0,0.0,,0.5
143,944,60.0,5.0,2.0,0.1,2.0,0.0,,1.6
143,944,60.0,85.0,2.0,0.5,2.0,0.1,,20.0
144,945,540.0,358.0,0.0,0.4,45.0,40.0,,0.1
144,945,540.0,194.0,0.0,0.0,45.0,0.0,,50.0
144,945,540.0,30.0,0.0,0.3,45.0,0.0,,7.0
144,945,540.0,78.0,0.0,6.3,45.0,5.0,,0.6
144,945,540.0,15.0,0.0,0.0,45.0,0.0,,0.5
144,945,540.0,364.0,0.0,10.0,45.0,1.0,,76.0
144,945,540.0,10.0,0.0,0.0,45.0,0.0,,2.0
144,945,540.0,0.0,0.0,0.0,45.0,0.0,,0.0
144,945,540.0,0.0,0.0,0.0,45.0,0.0,,0.0
144,946,350.0,358.0,0.0,0.4,0.0,40.0,,0.1
144,946,350.0,194.0,0.0,0.0,0.0,0.0,,50.0
144,946,350.0,30.0,0.0,0.3,0.0,0.0,,7.0
144,946,350.0,78.0,0.0,6.3,0.0,5.0,,0.6
144,946,350.0,15.0,0.0,0.0,0.0,0.0,,0.5
144,946,350.0,364.0,0.0,10.0,0.0,1.0,,76.0
144,946,350.0,10.0,0.0,0.0,0.0,0.0,,2.0
144,946,350.0,0.0,0.0,0.0,0.0,0.0,,0.0
144,946,350.0,0.0,0.0,0.0,0.0,0.0,,0.0
144,947,5.0,358.0,0.0,0.4,0.0,40.0,,0.1
144,947,5.0,194.0,0.0,0.0,0.0,0.0,,50.0
144,947,5.0,30.0,0.0,0.3,0.0,0.0,,7.0
144,947,5.0,78.0,0.0,6.3,0.0,5.0,,0.6
144,947,5.0,15.0,0.0,0.0,0.0,0.0,,0.5
144,947,5.0,364.0,0.0,10.0,0.0,1.0,,76.0
144,947,5.0,10.0,0.0,0.0,0.0,0.0,,2.0
144,947,5.0,0.0,0.0,0.0,0.0,0.0,,0.0
144,947,5.0,0.0,0.0,0.0,0.0,0.0,,0.0
144,948,140.0,358.0,12.0,0.4,10.0,40.0,,0.1
144,948,140.0,194.0,12.0,0.0,10.0,0.0,,50.0
144,948,140.0,30.0,12.0,0.3,10.0,0.0,,7.0
144,948,140.0,78.0,12.0,6.3,10.0,5.0,,0.6
144,948,140.0,15.0,12.0,0.0,10.0,0.0,,0.5
144,948,140.0,364.0,12.0,10.0,10.0,1.0,,76.0
144,948,140.0,10.0,12.0,0.0,10.0,0.0,,2.0
144,948,140.0,0.0,12.0,0.0,10.0,0.0,,0.0
144,948,140.0,0.0,12.0,0.0,10.0,0.0,,0.0
144,949,15.0,358.0,0.0,0.4,0.0,40.0,,0.1
144,949,15.0,194.0,0.0,0.0,0.0,0.0,,50.0
144,949,15.0,30.0,0.0,0.3,0.0,0.0,,7.0
144,949,15.0,78.0,0.0,6.3,0.0,5.0,,0.6
144,949,15.0,15.0,0.0,0.0,0.0,0.0,,0.5
144,949,15.0,364.0,0.0,10.0,0.0,1.0,,76.0
144,949,15.0,10.0,0.0,0.0,0.0,0.0,,2.0
144,949,15.0,0.0,0.0,0.0,0.0,0.0,,0.0
144,949,15.0,0.0,0.0,0.0,0.0,0.0,,0.0
144,950,540.0,358.0,12.0,0.4,15.0,40.0,,0.1
144,950,540.0,194.0,12.0,0.0,15.0,0.0,,50.0
144,950,540.0,30.0,12.0,0.3,15.0,0.0,,7.0
144,950,540.0,78.0,12.0,6.3,15.0,5.0,,0.6
144,950,540.0,15.0,12.0,0.0,15.0,0.0,,0.5
144,950,540.0,364.0,12.0,10.0,15.0,1.0,,76.0
144,950,540.0,10.0,12.0,0.0,15.0,0.0,,2.0
144,950,540.0,0.0,12.0,0.0,15.0,0.0,,0.0
144,950,540.0,0.0,12.0,0.0,15.0,0.0,,0.0
144,951,0.0,358.0,1.0,0.4,0.0,40.0,,0.1
144,951,0.0,194.0,1.0,0.0,0.0,0.0,,50.0
144,951,0.0,30.0,1.0,0.3,0.0,0.0,,7.0
144,951,0.0,78.0,1.0,6.3,0.0,5.0,,0.6
144,951,0.0,15.0,1.0,0.0,0.0,0.0,,0.5
144,951,0.0,364.0,1.0,10.0,0.0,1.0,,76.0
144,951,0.0,10.0,1.0,0.0,0.0,0.0,,2.0
144,951,0.0,0.0,1.0,0.0,0.0,0.0,,0.0
144,951,0.0,0.0,1.0,0.0,0.0,0.0,,0.0
144,952,0.0,358.0,0.0,0.4,0.0,40.0,,0.1
144,952,0.0,194.0,0.0,0.0,0.0,0.0,,50.0
144,952,0.0,30.0,0.0,0.3,0.0,0.0,,7.0
144,952,0.0,78.0,0.0,6.3,0.0,5.0,,0.6
144,952,0.0,15.0,0.0,0.0,0.0,0.0,,0.5
