experiment_id,json_valid,json_preview
225,true,{"recipe_name": "Kaya Toast with Cured Egg Yolk"  "servings_estimated": 1  "per_serving": {"calories": 0  "total_fat_g": 0  "saturated_fat_g": 0  "sodium_mg": 0  "carbohydrate_g": 0  "fiber_g": 0  "su
226,true,{"recipe_name": "Kimchi Grilled Cheese"  "servings_estimated": 1  "per_serving": {"calories": 0  "total_fat_g": 0  "saturated_fat_g": 0  "sodium_mg": 0  "carbohydrate_g": 0  "fiber_g": 0  "sugars_g": 
227,true,{"recipe_name": "Korean Salt Bread"  "servings_estimated": 1  "per_serving": {"calories": 0  "total_fat_g": 0  "saturated_fat_g": 0  "sodium_mg": 0  "carbohydrate_g": 0  "fiber_g": 0  "sugars_g": 0  "
228,true,{"recipe_name": "Kueh Ketayap"  "servings_estimated": 1  "per_serving": {"calories": 0  "total_fat_g": 0  "saturated_fat_g": 0  "sodium_mg": 0  "carbohydrate_g": 0  "fiber_g": 0  "sugars_g": 0  "prote
229,true,{"recipe_name": "Kuih Talam XL Kopi Kau Kau Extra Intense Melele"  "servings_estimated": 1  "per_serving": {"calories": 450  "total_fat_g": 22  "saturated_fat_g": 14  "sodium_mg": 200  "carbohydrate_g
230,true,{"recipe_name": "Mala Pasta"  "servings_estimated": 1  "per_serving": {"calories": 0  "total_fat_g": 0  "saturated_fat_g": 0  "sodium_mg": 0  "carbohydrate_g": 0  "fiber_g": 0  "sugars_g": 0  "protein
231,true,{"recipe_name": "Bandung-Style Drink"  "servings_estimated": 1  "per_serving": {"calories": 320  "total_fat_g": 17  "saturated_fat_g": 12  "sodium_mg": 35  "carbohydrate_g": 41  "fiber_g": 2  "sugars_
232,true,{"recipe_name":"Mentaiko Pasta" "servings_estimated":1 "per_serving":{"calories":0 "total_fat_g":0 "saturated_fat_g":0 "sodium_mg":0 "carbohydrate_g":0 "fiber_g":0 "sugars_g":0 "protein_g":0} "total_r
233,true,{"recipe_name": "Mooncake Wellington"  "servings_estimated": 1  "per_serving": {"calories": 1500  "total_fat_g": 70  "saturated_fat_g": 10  "sodium_mg": 800  "carbohydrate_g": 120  "fiber_g": 2  "suga
234,true,{"recipe_name": "Mug Lasagna"  "servings_estimated": 1  "per_serving": {"calories": 540  "total_fat_g": 32  "saturated_fat_g": 12  "sodium_mg": 450  "carbohydrate_g": 34  "fiber_g": 2  "sugars_g": 8  
235,true,{"recipe_name": "Golden Diner or Pavilion Style Pancakes"  "servings_estimated": 1  "per_serving": {"calories": 0  "total_fat_g": 0  "saturated_fat_g": 0  "sodium_mg": 0  "carbohydrate_g": 0  "fiber_g
236,true,{"recipe_name": "Papaya Snow Fungus Soup"  "servings_estimated": 1  "per_serving": {"calories": 220  "total_fat_g": 2  "saturated_fat_g": 0.5  "sodium_mg": 250  "carbohydrate_g": 55  "fiber_g": 4  "su
237,true,{"recipe_name": "Peanut Cookies"  "servings_estimated": 1  "per_serving": {"calories": 0  "total_fat_g": 0  "saturated_fat_g": 0  "sodium_mg": 0  "carbohydrate_g": 0  "fiber_g": 0  "sugars_g": 0  "pro
238,true,{"recipe_name": "Pickle Shaved Ice Dessert"  "servings_estimated": 1  "per_serving": {"calories": 0  "total_fat_g": 0  "saturated_fat_g": 0  "sodium_mg": 0  "carbohydrate_g": 0  "fiber_g": 0  "sugars_
239,true,{"recipe_name": "Pineapple Bun"  "servings_estimated": 1  "per_serving": {"calories": 0  "total_fat_g": 0  "saturated_fat_g": 0  "sodium_mg": 0  "carbohydrate_g": 0  "fiber_g": 0  "sugars_g": 0  "prot
240,true,{"recipe_name": "Porridge Pie"  "servings_estimated": 1  "per_serving": {"calories": 450  "total_fat_g": 14  "saturated_fat_g": 2  "sodium_mg": 350  "carbohydrate_g": 60  "fiber_g": 4  "sugars_g": 10 
241,true,{"recipe_name": "Potato Noodle Carbonara"  "servings_estimated": 1  "per_serving": {"calories": 540  "total_fat_g": 34  "saturated_fat_g": 12  "sodium_mg": 450  "carbohydrate_g": 44  "fiber_g": 4  "su
242,true,{"recipe_name": "Japanese Potato Cream Udon Curry"  "servings_estimated": 1  "per_serving": {"calories": 0  "total_fat_g": 0  "saturated_fat_g": 0  "sodium_mg": 0  "carbohydrate_g": 0  "fiber_g": 0  "
243,true,{"recipe_name": "Rice Paper Croissant"  "servings_estimated": 1  "per_serving": {"calories": 250  "total_fat_g": 14  "saturated_fat_g": 9  "sodium_mg": 150  "carbohydrate_g": 25  "fiber_g": 2  "sugars
244,false,{"recipe_name":"roti-boy cookies" "servings_estimated":1 "per_serving":{"calories":0 "total_fat_g":0 "saturated_fat_g":0 "sodium_mg":0 "carbohydrate_g":0 "fiber_g":0 "sugars_g":0 "protein_g":0} "total
245,true,{"recipe_name": "Coffee Bun"  "servings_estimated": 1  "per_serving": {"calories": 0  "total_fat_g": 0  "saturated_fat_g": 0  "sodium_mg": 0  "carbohydrate_g": 0  "fiber_g": 0  "sugars_g": 0  "protein
246,true,{"recipe_name": "Japanese Salmon Baked Potato"  "servings_estimated": 1  "per_serving": {"calories": 0  "total_fat_g": 0  "saturated_fat_g": 0  "sodium_mg": 0  "carbohydrate_g": 0  "fiber_g": 0  "suga
247,true,{"recipe_name": "Mandarin Sticky Pudding"  "servings_estimated": 1  "per_serving": {"calories": 432  "total_fat_g": 24  "saturated_fat_g": 14  "sodium_mg": 250  "carbohydrate_g": 54  "fiber_g": 2  "su
248,true,{"recipe_name": "Korean Rice Balls with Super Ring and Bulgogi"  "servings_estimated": 1  "per_serving": {"calories": 550  "total_fat_g": 30  "saturated_fat_g": 10  "sodium_mg": 400  "carbohydrate_g":
249,true,{"recipe_name": "Thai Coconut Ice Cream Bars"  "servings_estimated": 1  "per_serving": {"calories": 432  "total_fat_g": 34  "saturated_fat_g": 23  "sodium_mg": 50  "carbohydrate_g": 38  "fiber_g": 2  
250,true,{"recipe_name": "Watermelon Sandwich"  "servings_estimated": 1  "per_serving": {"calories": 0  "total_fat_g": 0  "saturated_fat_g": 0  "sodium_mg": 0  "carbohydrate_g": 0  "fiber_g": 0  "sugars_g": 0 
251,true,{"recipe_name": "Appam Balik Pizza"  "servings_estimated": 1  "per_serving": {"calories": 350  "total_fat_g": 20  "saturated_fat_g": 8  "sodium_mg": 400  "carbohydrate_g": 25  "fiber_g": 2  "sugars_g"
252,true,{"recipe_name": "Apple"  "servings_estimated": 1  "per_serving": {"calories": 57  "total_fat_g": 0  "saturated_fat_g": 0  "sodium_mg": 0  "carbohydrate_g": 14  "fiber_g": 0  "sugars_g": 12  "protein_g
253,true,{     "recipe_name": "Bagel Chips Honey Butter"      "servings_estimated": 1      "per_serving": {         "calories": 150          "total_fat_g": 12          "saturated_fat_g": 3.5          "sodium_m
254,true,{  "recipe_name": "Japanese Salmon Baked Potato"    "servings_estimated": 1    "per_serving": {    "calories": 400     "total_fat_g": 25     "saturated_fat_g": 8     "sodium_mg": 350     "carbohydrate
255,true,{"recipe_name": "Banana Creme Brulee"  "servings_estimated": 1  "per_serving": {"calories": 450  "total_fat_g": 36  "saturated_fat_g": 23  "sodium_mg": 50  "carbohydrate_g": 45  "fiber_g": 2  "sugars_
256,true,{"recipe_name": "Dace and Black Beans Aglio Olio"  "servings_estimated": 1  "per_serving": {"calories": 0  "total_fat_g": 0  "saturated_fat_g": 0  "sodium_mg": 0  "carbohydrate_g": 0  "fiber_g": 0  "s
257,true,{"recipe_name": "Buttered Dog Dessert"  "servings_estimated": 8  "per_serving": {"calories": 230  "total_fat_g": 18  "saturated_fat_g": 12  "sodium_mg": 40  "carbohydrate_g": 30  "fiber_g": 0  "sugars
258,true,{  "recipe_name": "Lazy Cake Batik"   "servings_estimated": 8   "per_serving": {   "calories": 170    "total_fat_g": 11    "saturated_fat_g": 6.5    "sodium_mg": 50    "carbohydrate_g": 22    "fiber_g
259,true,{"recipe_name": "Castella Cake"  "servings_estimated": 1  "per_serving": {"calories": 0  "total_fat_g": 0  "saturated_fat_g": 0  "sodium_mg": 0  "carbohydrate_g": 0  "fiber_g": 0  "sugars_g": 0  "prot
260,true,{"recipe_name": "Century Egg Carbonara"  "servings_estimated": 1  "per_serving": {"calories": 540  "total_fat_g": 38  "saturated_fat_g": 9.5  "sodium_mg": 200  "carbohydrate_g": 10  "fiber_g": 0  "sug
261,true,{   "recipe_name": "Chicken Lemak Rice"    "servings_estimated": 1    "per_serving": {     "calories": 550      "total_fat_g": 37      "saturated_fat_g": 24      "sodium_mg": 350      "carbohydrate_g"
262,true,{"recipe_name": "Chicken Rice Balls"  "servings_estimated": 1  "per_serving": {"calories": 0  "total_fat_g": 0  "saturated_fat_g": 0  "sodium_mg": 0  "carbohydrate_g": 0  "fiber_g": 0  "sugars_g": 0  
263,true,{"recipe_name": "Waterless Chicken Soup"  "servings_estimated": 1  "per_serving": {"calories": 0  "total_fat_g": 0  "saturated_fat_g": 0  "sodium_mg": 0  "carbohydrate_g": 0  "fiber_g": 0  "sugars_g":
264,true,{"recipe_name": "Lei La Jiao"  "servings_estimated": 1  "per_serving": {"calories": 0  "total_fat_g": 0  "saturated_fat_g": 0  "sodium_mg": 0  "carbohydrate_g": 0  "fiber_g": 0  "sugars_g": 0  "protei
265,true,{"recipe_name": "Coco Crunch Strawberry"  "servings_estimated": 1  "per_serving": {"calories": 0  "total_fat_g": 0  "saturated_fat_g": 0  "sodium_mg": 0  "carbohydrate_g": 0  "fiber_g": 0  "sugars_g":
266,true,{"recipe_name": "Corn Tart"  "servings_estimated": 8  "per_serving": {"calories": 230  "total_fat_g": 18  "saturated_fat_g": 11  "sodium_mg": 35  "carbohydrate_g": 30  "fiber_g": 2  "sugars_g": 20  "p
267,true,{"recipe_name": "Croissant Cereal"  "servings_estimated": 1  "per_serving": {"calories": 420  "total_fat_g": 24  "saturated_fat_g": 10  "sodium_mg": 200  "carbohydrate_g": 40  "fiber_g": 2  "sugars_g"
268,true,{"recipe_name": "Tong Yuen Black Sesame Cookie"  "servings_estimated": 1  "per_serving": {"calories": 0  "total_fat_g": 0  "saturated_fat_g": 0  "sodium_mg": 0  "carbohydrate_g": 0  "fiber_g": 0  "sug
269,true,{"recipe_name": "Durian Curry"  "servings_estimated": 4  "per_serving": {"calories": 230  "total_fat_g": 14  "saturated_fat_g": 9  "sodium_mg": 200  "carbohydrate_g": 15  "fiber_g": 2  "sugars_g": 10 
270,true,{"recipe_name": "Espresso Marta Kucing"  "servings_estimated": 1  "per_serving": {"calories": 0  "total_fat_g": 0  "saturated_fat_g": 0  "sodium_mg": 0  "carbohydrate_g": 0  "fiber_g": 0  "sugars_g": 
271,true,{"recipe_name": "Fries"  "servings_estimated": 1  "per_serving": {"calories": 0  "total_fat_g": 0  "saturated_fat_g": 0  "sodium_mg": 0  "carbohydrate_g": 0  "fiber_g": 0  "sugars_g": 0  "protein_g": 
272,false,{"recipe_name": "Fruit Cake"  "servings_estimated": 1  "per_serving": {"calories": 0  "total_fat_g": 0  "saturated_fat_g": 0  "sodium_mg": 0  "carbohydrate_g": 0  "fiber_g": 0  "sugars_g": 0  "protein
273,true,{   "recipe_name": "Kante Ice Cream"    "servings_estimated": 1    "per_serving": {     "calories": 250      "total_fat_g": 15      "saturated_fat_g": 5      "sodium_mg": 10      "carbohydrate_g": 30 
274,true,{"recipe_name": "Gula Melaka Cake"  "servings_estimated": 1  "per_serving": {"calories": 0  "total_fat_g": 0  "saturated_fat_g": 0  "sodium_mg": 0  "carbohydrate_g": 0  "fiber_g": 0  "sugars_g": 0  "p
275,true,{"recipe_name": "Kaya Toast Fine Dining"  "servings_estimated": 1  "per_serving": {"calories": 546  "total_fat_g": 51  "saturated_fat_g": 20  "sodium_mg": 140  "carbohydrate_g": 24  "fiber_g": 0  "sug
276,true,{"recipe_name": "Kimchi Grilled Cheese"  "servings_estimated": 1  "per_serving": {"calories": 400  "total_fat_g": 25  "saturated_fat_g": 12  "sodium_mg": 450  "carbohydrate_g": 30  "fiber_g": 2  "suga
277,true,{"recipe_name": "Korean Salt Bread"  "servings_estimated": 1  "per_serving": {"calories": 0  "total_fat_g": 0  "saturated_fat_g": 0  "sodium_mg": 0  "carbohydrate_g": 0  "fiber_g": 0  "sugars_g": 0  "
278,true,{     "recipe_name": "Kueh Dadar"      "servings_estimated": 1      "per_serving": {         "calories": 340          "total_fat_g": 24          "saturated_fat_g": 12          "sodium_mg": 100        
279,true,{"recipe_name": "Kuih Talam XL Kopi Kau Kau Extra Intense Melele"  "servings_estimated": 8  "per_serving": {"calories": 240  "total_fat_g": 16  "saturated_fat_g": 12  "sodium_mg": 60  "carbohydrate_g"
280,true,{"recipe_name": "Mala Pasta"  "servings_estimated": 1  "per_serving": {"calories": 0  "total_fat_g": 0  "saturated_fat_g": 0  "sodium_mg": 0  "carbohydrate_g": 0  "fiber_g": 0  "sugars_g": 0  "protein
281,true,{     "recipe_name": "Bandung Revamp"      "servings_estimated": 1      "per_serving": {         "calories": 130          "total_fat_g": 7          "saturated_fat_g": 0.5          "sodium_mg": 35     
282,true,{"recipe_name": "Mentaiko Pasta"  "servings_estimated": 1  "per_serving": {"calories": 420  "total_fat_g": 35  "saturated_fat_g": 10  "sodium_mg": 450  "carbohydrate_g": 20  "fiber_g": 2  "sugars_g": 
283,true,{"recipe_name": "Mooncake Wellington"  "servings_estimated": 1  "per_serving": {"calories": 0  "total_fat_g": 0  "saturated_fat_g": 0  "sodium_mg": 0  "carbohydrate_g": 0  "fiber_g": 0  "sugars_g": 0 
284,true,{  "recipe_name": "Lasagna Mug"   "servings_estimated": 1   "per_serving": {   "calories": 420    "total_fat_g": 24    "saturated_fat_g": 7    "sodium_mg": 350    "carbohydrate_g": 30    "fiber_g": 2 
285,true,{"recipe_name": "Golden Diner or Pavilion Style Pancakes"  "servings_estimated": 1  "per_serving": {"calories": 320  "total_fat_g": 17  "saturated_fat_g": 3.5  "sodium_mg": 150  "carbohydrate_g": 35  
286,true,{"recipe_name": "Papaya Snow Fungus Soup"  "servings_estimated": 1  "per_serving": {"calories": 0  "total_fat_g": 0  "saturated_fat_g": 0  "sodium_mg": 0  "carbohydrate_g": 0  "fiber_g": 0  "sugars_g"
287,true,{"recipe_name": "Peanut Cookies"  "servings_estimated": 1  "per_serving": {"calories": 0  "total_fat_g": 0  "saturated_fat_g": 0  "sodium_mg": 0  "carbohydrate_g": 0  "fiber_g": 0  "sugars_g": 0  "pro
288,true,{"recipe_name": "Pickle Shaved Ice Dessert"  "servings_estimated": 1  "per_serving": {"calories": 420  "total_fat_g": 29  "saturated_fat_g": 4.5  "sodium_mg": 200  "carbohydrate_g": 60  "fiber_g": 2  
289,true,{"recipe_name": "Pineapple Bun"  "servings_estimated": 1  "per_serving": {"calories": 0  "total_fat_g": 0  "saturated_fat_g": 0  "sodium_mg": 0  "carbohydrate_g": 0  "fiber_g": 0  "sugars_g": 0  "prot
290,true,{"recipe_name": "Porridge Pie"  "servings_estimated": 1  "per_serving": {"calories": 350  "total_fat_g": 25  "saturated_fat_g": 15  "sodium_mg": 300  "carbohydrate_g": 30  "fiber_g": 5  "sugars_g": 10
291,true,{"recipe_name": "Carbonara Noodle"  "servings_estimated": 1  "per_serving": {"calories": 540  "total_fat_g": 43  "saturated_fat_g": 13.5  "sodium_mg": 450  "carbohydrate_g": 36  "fiber_g": 4  "sugars_
292,true,{"recipe_name": "Potato Cream Udon Curry"  "servings_estimated": 1  "per_serving": {"calories": 542  "total_fat_g": 24  "saturated_fat_g": 8  "sodium_mg": 440  "carbohydrate_g": 64  "fiber_g": 4  "sug
293,true,{"recipe_name": "Rice Paper Croissant"  "servings_estimated": 1  "per_serving": {"calories": 0  "total_fat_g": 0  "saturated_fat_g": 0  "sodium_mg": 0  "carbohydrate_g": 0  "fiber_g": 0  "sugars_g": 0
294,true,{"recipe_name": "Roti-Boy Cookies"  "servings_estimated": 1  "per_serving": {"calories": 0  "total_fat_g": 0  "saturated_fat_g": 0  "sodium_mg": 0  "carbohydrate_g": 0  "fiber_g": 0  "sugars_g": 0  "p
295,true,{"recipe_name": "Coffee Bun Toast"  "servings_estimated": 2  "per_serving": {"calories": 140  "total_fat_g": 7  "saturated_fat_g": 1.75  "sodium_mg": 50  "carbohydrate_g": 15  "fiber_g": 0  "sugars_g"
296,true,{"recipe_name": "Baked Potato Stuffed with Japanese Salmon"  "servings_estimated": 1  "per_serving": {"calories": 540  "total_fat_g": 38  "saturated_fat_g": 8  "sodium_mg": 300  "carbohydrate_g": 40  
297,true,{"recipe_name": "Mandarin Orange Sticky Pudding"  "servings_estimated": 8  "per_serving": {"calories": 420  "total_fat_g": 24  "saturated_fat_g": 14  "sodium_mg": 150  "carbohydrate_g": 50  "fiber_g":
298,true,{   "recipe_name": "Chumuk Bab with Super Ring"    "servings_estimated": 1    "per_serving": {     "calories": 542      "total_fat_g": 42      "saturated_fat_g": 12.5      "sodium_mg": 350      "carbo
299,true,{"recipe_name": "Thai Coconut Ice Cream Bars"  "servings_estimated": 8  "per_serving": {"calories": 170  "total_fat_g": 13  "saturated_fat_g": 9  "sodium_mg": 50  "carbohydrate_g": 15  "fiber_g": 0  "
300,true,{"recipe_name": "Watermelon Sandwich"  "servings_estimated": 1  "per_serving": {"calories": 230  "total_fat_g": 18  "saturated_fat_g": 10  "sodium_mg": 350  "carbohydrate_g": 25  "fiber_g": 2  "sugars
301,true,{"recipe_name": "Appam Balik Pizza"  "servings_estimated": 1  "per_serving": {"calories": 450  "total_fat_g": 23  "saturated_fat_g": 11  "sodium_mg": 350  "carbohydrate_g": 50  "fiber_g": 2  "sugars_g
302,true,{"recipe_name": "Frozen Apple Nectar"  "servings_estimated": 1  "per_serving": {"calories": 25  "total_fat_g": 0  "saturated_fat_g": 0  "sodium_mg": 0  "carbohydrate_g": 6  "fiber_g": 0  "sugars_g": 4
303,true,{"recipe_name": "Homemade Bagel Chips with Honey Butter"  "servings_estimated": 1  "per_serving": {"calories": 320  "total_fat_g": 18  "saturated_fat_g": 12  "sodium_mg": 250  "carbohydrate_g": 20  "f
304,true,{"recipe_name": "Japanese-Style Baked Potato with Salmon Filling"  "servings_estimated": 1  "per_serving": {"calories": 420  "total_fat_g": 14  "saturated_fat_g": 3  "sodium_mg": 450  "carbohydrate_g"
305,true,{"recipe_name": "Banana Creme Brule"  "servings_estimated": 1  "per_serving": {"calories": 550  "total_fat_g": 30  "saturated_fat_g": 18  "sodium_mg": 100  "carbohydrate_g": 80  "fiber_g": 4  "sugars_
306,true,{"recipe_name": "Malaysian Fried Dace Pasta"  "servings_estimated": 1  "per_serving": {"calories": 630  "total_fat_g": 24  "saturated_fat_g": 8  "sodium_mg": 800  "carbohydrate_g": 80  "fiber_g": 4  "
307,true,{"recipe_name": "Buttered Dog Dessert"  "servings_estimated": 8  "per_serving": {"calories": 472  "total_fat_g": 30  "saturated_fat_g": 20  "sodium_mg": 100  "carbohydrate_g": 40  "fiber_g": 2  "sugar
308,true,{"recipe_name": "Malaysian Cake Batik (Lazy Cake)"  "servings_estimated": 8  "per_serving": {"calories": 240  "total_fat_g": 13  "saturated_fat_g": 9  "sodium_mg": 150  "carbohydrate_g": 25  "fiber_g"
309,true,{"recipe_name": "Castella Cake"  "servings_estimated": 8  "per_serving": {"calories": 245  "total_fat_g": 15  "saturated_fat_g": 11  "sodium_mg": 5  "carbohydrate_g": 25  "fiber_g": 0  "sugars_g": 18 
310,true,{"recipe_name": "Century Egg Carbonara"  "servings_estimated": 1  "per_serving": {"calories": 550  "total_fat_g": 32  "saturated_fat_g": 14  "sodium_mg": 450  "carbohydrate_g": 35  "fiber_g": 2  "suga
311,true,{"recipe_name": "Chicken Lemak Rice"  "servings_estimated": 1  "per_serving": {"calories": 550  "total_fat_g": 27  "saturated_fat_g": 14  "sodium_mg": 450  "carbohydrate_g": 65  "fiber_g": 2  "sugars_
312,true,{"recipe_name": "Hainanese Chicken Rice Balls"  "servings_estimated": 1  "per_serving": {"calories": 432  "total_fat_g": 22  "saturated_fat_g": 8  "sodium_mg": 450  "carbohydrate_g": 34  "fiber_g": 2 
313,true,{"recipe_name": "Waterless Chicken Soup"  "servings_estimated": 1  "per_serving": {"calories": 550  "total_fat_g": 22  "saturated_fat_g": 6  "sodium_mg": 400  "carbohydrate_g": 60  "fiber_g": 4  "suga
314,true,{"recipe_name": "Lei La Jiao"  "servings_estimated": 1  "per_serving": {"calories": 0  "total_fat_g": 0  "saturated_fat_g": 0  "sodium_mg": 0  "carbohydrate_g": 0  "fiber_g": 0  "sugars_g": 0  "protei
315,true,{"recipe_name": "Coco Crunch Strawberry"  "servings_estimated": 1  "per_serving": {"calories": 420  "total_fat_g": 24  "saturated_fat_g": 14  "sodium_mg": 350  "carbohydrate_g": 52  "fiber_g": 3  "sug
316,true,{"recipe_name": "Seoul Corn Tart"  "servings_estimated": 8  "per_serving": {"calories": 420  "total_fat_g": 29  "saturated_fat_g": 18  "sodium_mg": 350  "carbohydrate_g": 38  "fiber_g": 2  "sugars_g":
317,true,{"recipe_name": "Cinnamon Sugar Croissant Cereal"  "servings_estimated": 1  "per_serving": {"calories": 350  "total_fat_g": 18  "saturated_fat_g": 10  "sodium_mg": 150  "carbohydrate_g": 45  "fiber_g"
318,true,{"recipe_name": "Black Sesame Tong Yuen Cookie"  "servings_estimated": 12  "per_serving": {"calories": 392  "total_fat_g": 21  "saturated_fat_g": 13  "sodium_mg": 230  "carbohydrate_g": 41  "fiber_g":
319,true,{"recipe_name": "Durian Curry"  "servings_estimated": 8  "per_serving": {"calories": 420  "total_fat_g": 24  "saturated_fat_g": 14  "sodium_mg": 450  "carbohydrate_g": 32  "fiber_g": 4  "sugars_g": 18
320,true,{"recipe_name": "espresso mart-a kucing"  "servings_estimated": 1  "per_serving": {"calories": 220  "total_fat_g": 0  "saturated_fat_g": 0  "sodium_mg": 0  "carbohydrate_g": 45  "fiber_g": 2  "sugars_
321,true,{"recipe_name":"Caro Fries" "servings_estimated":1 "per_serving":{"calories":0 "total_fat_g":0 "saturated_fat_g":0 "sodium_mg":0 "carbohydrate_g":0 "fiber_g":0 "sugars_g":0 "protein_g":0} "total_recip
322,true,{"recipe_name": "Dried Asian Fruit Cake"  "servings_estimated": 8  "per_serving": {"calories": 542  "total_fat_g": 31  "saturated_fat_g": 22  "sodium_mg": 20  "carbohydrate_g": 73  "fiber_g": 4  "suga
323,true,{"recipe_name": "Kante Ice Cream"  "servings_estimated": 1  "per_serving": {"calories": 420  "total_fat_g": 23  "saturated_fat_g": 14  "sodium_mg": 350  "carbohydrate_g": 54  "fiber_g": 2  "sugars_g":
324,true,{"recipe_name": "Gula Melaka Cake"  "servings_estimated": 8  "per_serving": {"calories": 432  "total_fat_g": 24  "saturated_fat_g": 14  "sodium_mg": 350  "carbohydrate_g": 58  "fiber_g": 2  "sugars_g"
325,true,{"recipe_name": "Kaya Toast with Cured Egg Yolk"  "servings_estimated": 1  "per_serving": {"calories": 542  "total_fat_g": 48  "saturated_fat_g": 34  "sodium_mg": 450  "carbohydrate_g": 54  "fiber_g":
326,true,{"recipe_name": "Kimchi Grilled Cheese"  "servings_estimated": 1  "per_serving": {"calories": 540  "total_fat_g": 25  "saturated_fat_g": 12  "sodium_mg": 450  "carbohydrate_g": 50  "fiber_g": 2  "suga
327,true,{"recipe_name": "Korean Salt Bread"  "servings_estimated": 8  "per_serving": {"calories": 420  "total_fat_g": 26  "saturated_fat_g": 14  "sodium_mg": 450  "carbohydrate_g": 44  "fiber_g": 2  "sugars_g
328,true,{"recipe_name": "Kueh Dadar (Kueh Ketayap)"  "servings_estimated": 1  "per_serving": {"calories": 0  "total_fat_g": 27  "saturated_fat_g": 16  "sodium_mg": 0  "carbohydrate_g": 33  "fiber_g": 2  "suga
329,true,{"recipe_name": "Kopi Kau Kau Extra Intense Melele"  "servings_estimated": 8  "per_serving": {"calories": 342  "total_fat_g": 20  "saturated_fat_g": 14  "sodium_mg": 50  "carbohydrate_g": 34  "fiber_g
330,true,{"recipe_name": "Mala Pasta"  "servings_estimated": 4  "per_serving": {"calories": 540  "total_fat_g": 34  "saturated_fat_g": 5  "sodium_mg": 450  "carbohydrate_g": 46  "fiber_g": 3  "sugars_g": 6  "p
331,true,{"recipe_name": "Pandan Bandung Inspired Drink"  "servings_estimated": 1  "per_serving": {"calories": 250  "total_fat_g": 11  "saturated_fat_g": 8  "sodium_mg": 200  "carbohydrate_g": 30  "fiber_g": 0
332,true,{"recipe_name": "Spicy Mentaiko Pasta"  "servings_estimated": 1  "per_serving": {"calories": 540  "total_fat_g": 32  "saturated_fat_g": 10  "sodium_mg": 450  "carbohydrate_g": 40  "fiber_g": 2  "sugar
333,true,{"recipe_name": "Mooncake Wellington"  "servings_estimated": 8  "per_serving": {"calories": 550  "total_fat_g": 34  "saturated_fat_g": 10  "sodium_mg": 450  "carbohydrate_g": 50  "fiber_g": 4  "sugars
334,true,{"recipe_name": "Mug Lasagna"  "servings_estimated": 1  "per_serving": {"calories": 542  "total_fat_g": 41  "saturated_fat_g": 23  "sodium_mg": 740  "carbohydrate_g": 25  "fiber_g": 2  "sugars_g": 6  
335,true,{"recipe_name": "Golden Diner or Pavilion Style Pancakes"  "servings_estimated": 1  "per_serving": {"calories": 344  "total_fat_g": 14  "saturated_fat_g": 9  "sodium_mg": 250  "carbohydrate_g": 45  "f
336,true,{"recipe_name": "Papaya Snow Fungus Soup"  "servings_estimated": 1  "per_serving": {"calories": 230  "total_fat_g": 0.5  "saturated_fat_g": 0  "sodium_mg": 10  "carbohydrate_g": 55  "fiber_g": 2  "sug
337,true,{"recipe_name": "Peanut Cookies"  "servings_estimated": 1  "per_serving": {"calories": 0  "total_fat_g": 0  "saturated_fat_g": 0  "sodium_mg": 0  "carbohydrate_g": 0  "fiber_g": 0  "sugars_g": 0  "pro
338,true,{"recipe_name": "Pickle Shaved Ice Dessert"  "servings_estimated": 1  "per_serving": {"calories": 542  "total_fat_g": 30  "saturated_fat_g": 18  "sodium_mg": 250  "carbohydrate_g": 68  "fiber_g": 4  "
339,true,{"recipe_name": "Pineapple Buns"  "servings_estimated": 1  "per_serving": {"calories": 0  "total_fat_g": 0  "saturated_fat_g": 0  "sodium_mg": 0  "carbohydrate_g": 0  "fiber_g": 0  "sugars_g": 0  "pro
340,true,{"recipe_name": "Juk Pie"  "servings_estimated": 1  "per_serving": {"calories": 450  "total_fat_g": 24  "saturated_fat_g": 14  "sodium_mg": 350  "carbohydrate_g": 55  "fiber_g": 4  "sugars_g": 8  "pro
341,true,{"recipe_name": "Carbonara Noodle Recipe"  "servings_estimated": 1  "per_serving": {"calories": 432  "total_fat_g": 24.7  "saturated_fat_g": 11.4  "sodium_mg": 442  "carbohydrate_g": 38.9  "fiber_g": 
342,true,{"recipe_name": "Japanese Potato Cream Udon Curry"  "servings_estimated": 1  "per_serving": {"calories": 520  "total_fat_g": 20  "saturated_fat_g": 10  "sodium_mg": 450  "carbohydrate_g": 60  "fiber_g
343,true,{"recipe_name": "Rice Paper Croissant"  "servings_estimated": 1  "per_serving": {"calories": 0  "total_fat_g": 0  "saturated_fat_g": 0  "sodium_mg": 0  "carbohydrate_g": 0  "fiber_g": 0  "sugars_g": 0
344,true,{"recipe_name": "roti-boy cookies"  "servings_estimated": 12  "per_serving": {"calories": 274  "total_fat_g": 15  "saturated_fat_g": 10  "sodium_mg": 250  "carbohydrate_g": 33  "fiber_g": 2  "sugars_g
345,true,{"recipe_name": "Roti-Boy Coffee Bun"  "servings_estimated": 8  "per_serving": {"calories": 234  "total_fat_g": 13  "saturated_fat_g": 7  "sodium_mg": 340  "carbohydrate_g": 24  "fiber_g": 2  "sugars_
