experiment_id,ingredient_id,name_original,name_original,name_en,name_en
290,1944,,abalone,,abalone
290,1944,,ginger,,ginger
290,1944,,spring onions,,spring onions
290,1944,,soy sauce,,soy sauce
290,1944,,sesame oil,,sesame oil
290,1944,,frozen puff pastry,,frozen puff pastry
290,1945,,chicken stock,,chicken stock
290,1945,,rice,,rice
290,1945,,shredded chicken,,shredded chicken
290,1945,,abalone,,abalone
290,1945,,ginger,,ginger
290,1945,,spring onions,,spring onions
290,1945,,soy sauce,,soy sauce
290,1945,,sesame oil,,sesame oil
290,1945,,frozen puff pastry,,frozen puff pastry
290,1946,,chicken stock,,chicken stock
290,1946,,rice,,rice
290,1946,,shredded chicken,,shredded chicken
290,1946,,abalone,,abalone
290,1946,,ginger,,ginger
290,1946,,spring onions,,spring onions
290,1946,,soy sauce,,soy sauce
290,1946,,sesame oil,,sesame oil
290,1946,,frozen puff pastry,,frozen puff pastry
290,1947,,chicken stock,,chicken stock
290,1947,,rice,,rice
290,1947,,shredded chicken,,shredded chicken
290,1947,,abalone,,abalone
290,1947,,ginger,,ginger
290,1947,,spring onions,,spring onions
290,1947,,soy sauce,,soy sauce
290,1947,,sesame oil,,sesame oil
290,1947,,frozen puff pastry,,frozen puff pastry
291,,,potatoes,,potatoes
291,,,whipped cream,,whipped cream
291,,,salt,,salt
291,,,onions,,onions
291,,,carrots,,carrots
291,,,chicken,,chicken
291,,,Japanese curry,,Japanese curry block
291,,,udon noodles,,udon noodles
292,1948,日斗,bacon,potato,bacon
292,1948,日斗,guanciale,potato,guanciale
292,1948,日斗,egg,potato,egg
292,1948,日斗,egg yolk,potato,egg yolk
292,1948,日斗,parmesan cheese,potato,parmesan cheese
292,1948,日斗,black pepper,potato,black pepper
292,1948,日斗,potatoes,potato,potatoes
292,1948,日斗,potato starch,potato,potato starch
292,1948,日斗,water,potato,water
292,1949,方区,bacon,onion,bacon
292,1949,方区,guanciale,onion,guanciale
292,1949,方区,egg,onion,egg
292,1949,方区,egg yolk,onion,egg yolk
292,1949,方区,parmesan cheese,onion,parmesan cheese
292,1949,方区,black pepper,onion,black pepper
292,1949,方区,potatoes,onion,potatoes
292,1949,方区,potato starch,onion,potato starch
292,1949,方区,water,onion,water
292,1950,美柒,bacon,carrot,bacon
292,1950,美柒,guanciale,carrot,guanciale
292,1950,美柒,egg,carrot,egg
292,1950,美柒,egg yolk,carrot,egg yolk
292,1950,美柒,parmesan cheese,carrot,parmesan cheese
292,1950,美柒,black pepper,carrot,black pepper
292,1950,美柒,potatoes,carrot,potatoes
292,1950,美柒,potato starch,carrot,potato starch
292,1950,美柒,water,carrot,water
292,1951,猫二,bacon,chicken,bacon
292,1951,猫二,guanciale,chicken,guanciale
292,1951,猫二,egg,chicken,egg
292,1951,猫二,egg yolk,chicken,egg yolk
292,1951,猫二,parmesan cheese,chicken,parmesan cheese
292,1951,猫二,black pepper,chicken,black pepper
292,1951,猫二,potatoes,chicken,potatoes
292,1951,猫二,potato starch,chicken,potato starch
292,1951,猫二,water,chicken,water
292,1952,北京,bacon,Japanese curry,bacon
292,1952,北京,guanciale,Japanese curry,guanciale
292,1952,北京,egg,Japanese curry,egg
292,1952,北京,egg yolk,Japanese curry,egg yolk
292,1952,北京,parmesan cheese,Japanese curry,parmesan cheese
292,1952,北京,black pepper,Japanese curry,black pepper
292,1952,北京,potatoes,Japanese curry,potatoes
292,1952,北京,potato starch,Japanese curry,potato starch
292,1952,北京,water,Japanese curry,water
292,1953,资装,bacon,udon noodles,bacon
292,1953,资装,guanciale,udon noodles,guanciale
292,1953,资装,egg,udon noodles,egg
292,1953,资装,egg yolk,udon noodles,egg yolk
292,1953,资装,parmesan cheese,udon noodles,parmesan cheese
292,1953,资装,black pepper,udon noodles,black pepper
292,1953,资装,potatoes,udon noodles,potatoes
292,1953,资装,potato starch,udon noodles,potato starch
292,1953,资装,water,udon noodles,water
292,1954,方区,bacon,whipped cream,bacon
292,1954,方区,guanciale,whipped cream,guanciale
292,1954,方区,egg,whipped cream,egg
292,1954,方区,egg yolk,whipped cream,egg yolk
292,1954,方区,parmesan cheese,whipped cream,parmesan cheese
292,1954,方区,black pepper,whipped cream,black pepper
292,1954,方区,potatoes,whipped cream,potatoes
292,1954,方区,potato starch,whipped cream,potato starch
292,1954,方区,water,whipped cream,water
293,1955,telur,eggs,egg,eggs
293,1955,telur,butter,egg,butter
293,1955,telur,milk,egg,milk
293,1955,telur,sugar,egg,sugar
293,1955,telur,salt,egg,salt
293,1955,telur,baking powder,egg,baking powder
293,1955,telur,vanilla,egg,vanilla
293,1955,telur,cinnamon,egg,cinnamon
293,1955,telur,rice paper,egg,rice paper
293,1956,mentega,eggs,butter,eggs
293,1956,mentega,butter,butter,butter
293,1956,mentega,milk,butter,milk
293,1956,mentega,sugar,butter,sugar
293,1956,mentega,salt,butter,salt
293,1956,mentega,baking powder,butter,baking powder
293,1956,mentega,vanilla,butter,vanilla
293,1956,mentega,cinnamon,butter,cinnamon
293,1956,mentega,rice paper,butter,rice paper
293,1957,gula pasir,eggs,sugar,eggs
293,1957,gula pasir,butter,sugar,butter
293,1957,gula pasir,milk,sugar,milk
293,1957,gula pasir,sugar,sugar,sugar
293,1957,gula pasir,salt,sugar,salt
293,1957,gula pasir,baking powder,sugar,baking powder
293,1957,gula pasir,vanilla,sugar,vanilla
293,1957,gula pasir,cinnamon,sugar,cinnamon
293,1957,gula pasir,rice paper,sugar,rice paper
293,1958,garam masak,eggs,salt,eggs
293,1958,garam masak,butter,salt,butter
293,1958,garam masak,milk,salt,milk
293,1958,garam masak,sugar,salt,sugar
293,1958,garam masak,salt,salt,salt
293,1958,garam masak,baking powder,salt,baking powder
293,1958,garam masak,vanilla,salt,vanilla
293,1958,garam masak,cinnamon,salt,cinnamon
293,1958,garam masak,rice paper,salt,rice paper
293,1959,baking powder,eggs,baking powder,eggs
293,1959,baking powder,butter,baking powder,butter
293,1959,baking powder,milk,baking powder,milk
293,1959,baking powder,sugar,baking powder,sugar
293,1959,baking powder,salt,baking powder,salt
293,1959,baking powder,baking powder,baking powder,baking powder
293,1959,baking powder,vanilla,baking powder,vanilla
293,1959,baking powder,cinnamon,baking powder,cinnamon
293,1959,baking powder,rice paper,baking powder,rice paper
293,1960,vanila,eggs,vanilla,eggs
293,1960,vanila,butter,vanilla,butter
293,1960,vanila,milk,vanilla,milk
293,1960,vanila,sugar,vanilla,sugar
293,1960,vanila,salt,vanilla,salt
293,1960,vanila,baking powder,vanilla,baking powder
293,1960,vanila,vanilla,vanilla,vanilla
293,1960,vanila,cinnamon,vanilla,cinnamon
293,1960,vanila,rice paper,vanilla,rice paper
293,1961,cokelat hitam,eggs,cinnamon,eggs
293,1961,cokelat hitam,butter,cinnamon,butter
293,1961,cokelat hitam,milk,cinnamon,milk
293,1961,cokelat hitam,sugar,cinnamon,sugar
293,1961,cokelat hitam,salt,cinnamon,salt
293,1961,cokelat hitam,baking powder,cinnamon,baking powder
293,1961,cokelat hitam,vanilla,cinnamon,vanilla
293,1961,cokelat hitam,cinnamon,cinnamon,cinnamon
293,1961,cokelat hitam,rice paper,cinnamon,rice paper
293,1962,kedokan,eggs,rice paper,eggs
293,1962,kedokan,butter,rice paper,butter
293,1962,kedokan,milk,rice paper,milk
293,1962,kedokan,sugar,rice paper,sugar
293,1962,kedokan,salt,rice paper,salt
293,1962,kedokan,baking powder,rice paper,baking powder
293,1962,kedokan,vanilla,rice paper,vanilla
293,1962,kedokan,cinnamon,rice paper,cinnamon
293,1962,kedokan,rice paper,rice paper,rice paper
294,1963,butter,butter,butter,butter
294,1963,butter,sugar,butter,sugar
294,1963,butter,instant coffee,butter,instant coffee
294,1963,butter,egg,butter,egg
294,1963,butter,vanilla,butter,vanilla
294,1963,butter,flour,butter,flour
294,1963,butter,baking powder,butter,baking powder
294,1963,butter,salt,butter,salt
294,1963,butter,flaky salt,butter,flaky salt
294,1964,sugar,butter,sugar,butter
294,1964,sugar,sugar,sugar,sugar
294,1964,sugar,instant coffee,sugar,instant coffee
294,1964,sugar,egg,sugar,egg
294,1964,sugar,vanilla,sugar,vanilla
294,1964,sugar,flour,sugar,flour
294,1964,sugar,baking powder,sugar,baking powder
294,1964,sugar,salt,sugar,salt
294,1964,sugar,flaky salt,sugar,flaky salt
294,1965,coffee powder,butter,instant coffee,butter
294,1965,coffee powder,sugar,instant coffee,sugar
294,1965,coffee powder,instant coffee,instant coffee,instant coffee
294,1965,coffee powder,egg,instant coffee,egg
294,1965,coffee powder,vanilla,instant coffee,vanilla
294,1965,coffee powder,flour,instant coffee,flour
294,1965,coffee powder,baking powder,instant coffee,baking powder
294,1965,coffee powder,salt,instant coffee,salt
294,1965,coffee powder,flaky salt,instant coffee,flaky salt
294,1966,telur,butter,egg,butter
294,1966,telur,sugar,egg,sugar
294,1966,telur,instant coffee,egg,instant coffee
294,1966,telur,egg,egg,egg
294,1966,telur,vanilla,egg,vanilla
294,1966,telur,flour,egg,flour
294,1966,telur,baking powder,egg,baking powder
294,1966,telur,salt,egg,salt
294,1966,telur,flaky salt,egg,flaky salt
294,1967,vanila,butter,vanilla,butter
294,1967,vanila,sugar,vanilla,sugar
294,1967,vanila,instant coffee,vanilla,instant coffee
294,1967,vanila,egg,vanilla,egg
294,1967,vanila,vanilla,vanilla,vanilla
294,1967,vanila,flour,vanilla,flour
294,1967,vanila,baking powder,vanilla,baking powder
294,1967,vanila,salt,vanilla,salt
294,1967,vanila,flaky salt,vanilla,flaky salt
294,1968,gula pasir,butter,flaky salt,butter
294,1968,gula pasir,sugar,flaky salt,sugar
294,1968,gula pasir,instant coffee,flaky salt,instant coffee
294,1968,gula pasir,egg,flaky salt,egg
294,1968,gula pasir,vanilla,flaky salt,vanilla
294,1968,gula pasir,flour,flaky salt,flour
294,1968,gula pasir,baking powder,flaky salt,baking powder
294,1968,gula pasir,salt,flaky salt,salt
294,1968,gula pasir,flaky salt,flaky salt,flaky salt
294,1969, Tepung terigu,butter,flour,butter
294,1969, Tepung terigu,sugar,flour,sugar
294,1969, Tepung terigu,instant coffee,flour,instant coffee
294,1969, Tepung terigu,egg,flour,egg
294,1969, Tepung terigu,vanilla,flour,vanilla
294,1969, Tepung terigu,flour,flour,flour
294,1969, Tepung terigu,baking powder,flour,baking powder
294,1969, Tepung terigu,salt,flour,salt
294,1969, Tepung terigu,flaky salt,flour,flaky salt
294,1970,Baking Powder,butter,baking powder,butter
294,1970,Baking Powder,sugar,baking powder,sugar
294,1970,Baking Powder,instant coffee,baking powder,instant coffee
294,1970,Baking Powder,egg,baking powder,egg
294,1970,Baking Powder,vanilla,baking powder,vanilla
294,1970,Baking Powder,flour,baking powder,flour
294,1970,Baking Powder,baking powder,baking powder,baking powder
294,1970,Baking Powder,salt,baking powder,salt
294,1970,Baking Powder,flaky salt,baking powder,flaky salt
294,1971,Garam,butter,salt,butter
294,1971,Garam,sugar,salt,sugar
294,1971,Garam,instant coffee,salt,instant coffee
294,1971,Garam,egg,salt,egg
294,1971,Garam,vanilla,salt,vanilla
294,1971,Garam,flour,salt,flour
294,1971,Garam,baking powder,salt,baking powder
294,1971,Garam,salt,salt,salt
294,1971,Garam,flaky salt,salt,flaky salt
295,1972,butter,white bread,butter,white bread
295,1972,butter,butter,butter,butter
295,1972,butter,sugar,butter,sugar
295,1972,butter,eggs,butter,eggs
295,1972,butter,instant coffee,butter,instant coffee
295,1972,butter,hot water,butter,hot water
295,1972,butter,vanilla,butter,vanilla
295,1972,butter,flour,butter,flour
295,1973,gula,white bread,sugar,white bread
295,1973,gula,butter,sugar,butter
295,1973,gula,sugar,sugar,sugar
295,1973,gula,eggs,sugar,eggs
295,1973,gula,instant coffee,sugar,instant coffee
295,1973,gula,hot water,sugar,hot water
295,1973,gula,vanilla,sugar,vanilla
295,1973,gula,flour,sugar,flour
295,1974,telur,white bread,egg,white bread
295,1974,telur,butter,egg,butter
295,1974,telur,sugar,egg,sugar
295,1974,telur,eggs,egg,eggs
295,1974,telur,instant coffee,egg,instant coffee
295,1974,telur,hot water,egg,hot water
295,1974,telur,vanilla,egg,vanilla
295,1974,telur,flour,egg,flour
295,1975,kopi,white bread,coffee,white bread
295,1975,kopi,butter,coffee,butter
295,1975,kopi,sugar,coffee,sugar
295,1975,kopi,eggs,coffee,eggs
295,1975,kopi,instant coffee,coffee,instant coffee
295,1975,kopi,hot water,coffee,hot water
295,1975,kopi,vanilla,coffee,vanilla
295,1975,kopi,flour,coffee,flour
295,1976,panas,white bread,water,white bread
295,1976,panas,butter,water,butter
295,1976,panas,sugar,water,sugar
295,1976,panas,eggs,water,eggs
295,1976,panas,instant coffee,water,instant coffee
295,1976,panas,hot water,water,hot water
295,1976,panas,vanilla,water,vanilla
295,1976,panas,flour,water,flour
295,1977,vanila,white bread,vanilla,white bread
295,1977,vanila,butter,vanilla,butter
295,1977,vanila,sugar,vanilla,sugar
295,1977,vanila,eggs,vanilla,eggs
295,1977,vanila,instant coffee,vanilla,instant coffee
295,1977,vanila,hot water,vanilla,hot water
295,1977,vanila,vanilla,vanilla,vanilla
295,1977,vanila,flour,vanilla,flour
295,1978,tepung,white bread,flour,white bread
295,1978,tepung,butter,flour,butter
295,1978,tepung,sugar,flour,sugar
295,1978,tepung,eggs,flour,eggs
295,1978,tepung,instant coffee,flour,instant coffee
295,1978,tepung,hot water,flour,hot water
295,1978,tepung,vanilla,flour,vanilla
295,1978,tepung,flour,flour,flour
296,1979,potato,potatoes,potato,potatoes
296,1979,potato,garlic oil,potato,garlic oil
296,1979,potato,salt,potato,salt
296,1979,potato,salmon,potato,salmon
296,1979,potato,Japanese mayo,potato,Japanese mayo
296,1979,potato,spring onions,potato,spring onions
296,1979,potato,tobiko,potato,tobiko
296,1980,garlic,potatoes,garlic,potatoes
296,1980,garlic,garlic oil,garlic,garlic oil
296,1980,garlic,salt,garlic,salt
296,1980,garlic,salmon,garlic,salmon
296,1980,garlic,Japanese mayo,garlic,Japanese mayo
296,1980,garlic,spring onions,garlic,spring onions
296,1980,garlic,tobiko,garlic,tobiko
296,1981,minyak,potatoes,cooking oil,potatoes
296,1981,minyak,garlic oil,cooking oil,garlic oil
296,1981,minyak,salt,cooking oil,salt
296,1981,minyak,salmon,cooking oil,salmon
296,1981,minyak,Japanese mayo,cooking oil,Japanese mayo
296,1981,minyak,spring onions,cooking oil,spring onions
296,1981,minyak,tobiko,cooking oil,tobiko
296,1982,salmon,potatoes,salmon,potatoes
296,1982,salmon,garlic oil,salmon,garlic oil
296,1982,salmon,salt,salmon,salt
296,1982,salmon,salmon,salmon,salmon
296,1982,salmon,Japanese mayo,salmon,Japanese mayo
296,1982,salmon,spring onions,salmon,spring onions
296,1982,salmon,tobiko,salmon,tobiko
296,1983,mayo,potatoes,Japanese mayo,potatoes
296,1983,mayo,garlic oil,Japanese mayo,garlic oil
296,1983,mayo,salt,Japanese mayo,salt
296,1983,mayo,salmon,Japanese mayo,salmon
296,1983,mayo,Japanese mayo,Japanese mayo,Japanese mayo
296,1983,mayo,spring onions,Japanese mayo,spring onions
296,1983,mayo,tobiko,Japanese mayo,tobiko
296,1984,bawang,potatoes,spring onions,potatoes
296,1984,bawang,garlic oil,spring onions,garlic oil
296,1984,bawang,salt,spring onions,salt
296,1984,bawang,salmon,spring onions,salmon
296,1984,bawang,Japanese mayo,spring onions,Japanese mayo
296,1984,bawang,spring onions,spring onions,spring onions
296,1984,bawang,tobiko,spring onions,tobiko
296,1985,tobiko,potatoes,tobiko,potatoes
296,1985,tobiko,garlic oil,tobiko,garlic oil
296,1985,tobiko,salt,tobiko,salt
296,1985,tobiko,salmon,tobiko,salmon
296,1985,tobiko,Japanese mayo,tobiko,Japanese mayo
296,1985,tobiko,spring onions,tobiko,spring onions
296,1985,tobiko,tobiko,tobiko,tobiko
301,2008,flour,flour,Flour,flour
301,2008,flour,sugar,Flour,sugar
301,2008,flour,egg,Flour,egg
301,2008,flour,warm ,Flour,warm milk
301,2008,flour,tomat,Flour,tomato
301,2008,flour,mozza,Flour,mozzarella
301,2009,sugar,flour,Sugar,flour
301,2009,sugar,sugar,Sugar,sugar
301,2009,sugar,egg,Sugar,egg
301,2009,sugar,warm ,Sugar,warm milk
301,2009,sugar,tomat,Sugar,tomato
301,2009,sugar,mozza,Sugar,mozzarella
301,2010,salt,flour,Salt,flour
301,2010,salt,sugar,Salt,sugar
301,2010,salt,egg,Salt,egg
301,2010,salt,warm ,Salt,warm milk
301,2010,salt,tomat,Salt,tomato
301,2010,salt,mozza,Salt,mozzarella
301,2011,baking powder,flour,Baking Powder,flour
301,2011,baking powder,sugar,Baking Powder,sugar
301,2011,baking powder,egg,Baking Powder,egg
301,2011,baking powder,warm ,Baking Powder,warm milk
301,2011,baking powder,tomat,Baking Powder,tomato
301,2011,baking powder,mozza,Baking Powder,mozzarella
301,2012,yeast,flour,Yeast,flour
301,2012,yeast,sugar,Yeast,sugar
301,2012,yeast,egg,Yeast,egg
301,2012,yeast,warm ,Yeast,warm milk
301,2012,yeast,tomat,Yeast,tomato
301,2012,yeast,mozza,Yeast,mozzarella
301,2013,egg,flour,Egg,flour
301,2013,egg,sugar,Egg,sugar
301,2013,egg,egg,Egg,egg
301,2013,egg,warm ,Egg,warm milk
301,2013,egg,tomat,Egg,tomato
301,2013,egg,mozza,Egg,mozzarella
301,2014,milk,flour,Milk,flour
301,2014,milk,sugar,Milk,sugar
301,2014,milk,egg,Milk,egg
301,2014,milk,warm ,Milk,warm milk
301,2014,milk,tomat,Milk,tomato
301,2014,milk,mozza,Milk,mozzarella
301,2015,tomato,flour,Tomato,flour
301,2015,tomato,sugar,Tomato,sugar
301,2015,tomato,egg,Tomato,egg
301,2015,tomato,warm ,Tomato,warm milk
301,2015,tomato,tomat,Tomato,tomato
301,2015,tomato,mozza,Tomato,mozzarella
301,2016,mozzarella,flour,Mozzarella,flour
301,2016,mozzarella,sugar,Mozzarella,sugar
301,2016,mozzarella,egg,Mozzarella,egg
301,2016,mozzarella,warm ,Mozzarella,warm milk
301,2016,mozzarella,tomat,Mozzarella,tomato
301,2016,mozzarella,mozza,Mozzarella,mozzarella
301,2017,prosciutto,flour,Prosciutto,flour
301,2017,prosciutto,sugar,Prosciutto,sugar
301,2017,prosciutto,egg,Prosciutto,egg
301,2017,prosciutto,warm ,Prosciutto,warm milk
301,2017,prosciutto,tomat,Prosciutto,tomato
301,2017,prosciutto,mozza,Prosciutto,mozzarella
301,2018,arugula,flour,Arugula,flour
301,2018,arugula,sugar,Arugula,sugar
301,2018,arugula,egg,Arugula,egg
301,2018,arugula,warm ,Arugula,warm milk
301,2018,arugula,tomat,Arugula,tomato
301,2018,arugula,mozza,Arugula,mozzarella
301,2019,olive oil,flour,Olive Oil,flour
301,2019,olive oil,sugar,Olive Oil,sugar
301,2019,olive oil,egg,Olive Oil,egg
301,2019,olive oil,warm ,Olive Oil,warm milk
301,2019,olive oil,tomat,Olive Oil,tomato
301,2019,olive oil,mozza,Olive Oil,mozzarella
301,2020,cured egg yolks,flour,Cured Egg Yolks,flour
301,2020,cured egg yolks,sugar,Cured Egg Yolks,sugar
301,2020,cured egg yolks,egg,Cured Egg Yolks,egg
301,2020,cured egg yolks,warm ,Cured Egg Yolks,warm milk
301,2020,cured egg yolks,tomat,Cured Egg Yolks,tomato
301,2020,cured egg yolks,mozza,Cured Egg Yolks,mozzarella
301,2021,black pepper,flour,Black Pepper,flour
301,2021,black pepper,sugar,Black Pepper,sugar
301,2021,black pepper,egg,Black Pepper,egg
301,2021,black pepper,warm ,Black Pepper,warm milk
301,2021,black pepper,tomat,Black Pepper,tomato
301,2021,black pepper,mozza,Black Pepper,mozzarella
302,2022,Apple,apple,Apple,apple
303,2023,Poplar,bagel,Bagels,bagels
303,2023,Poplar,melte,Bagels,melted butter
303,2023,Poplar,honey,Bagels,honey
303,2024,Butter,bagel,Unsalted Butter,bagels
303,2024,Butter,melte,Unsalted Butter,melted butter
303,2024,Butter,honey,Unsalted Butter,honey
303,2025,Honey,bagel,Pure Honey,bagels
303,2025,Honey,melte,Pure Honey,melted butter
303,2025,Honey,honey,Pure Honey,honey
303,2026,Salt,bagel,Salt,bagels
303,2026,Salt,melte,Salt,melted butter
303,2026,Salt,honey,Salt,honey
303,2027,MSG,bagel,Monosodium Glutamate (optional),bagels
303,2027,MSG,melte,Monosodium Glutamate (optional),melted butter
303,2027,MSG,honey,Monosodium Glutamate (optional),honey
303,2028,Parsley Powder,bagel,Parsley Powder,bagels
303,2028,Parsley Powder,melte,Parsley Powder,melted butter
303,2028,Parsley Powder,honey,Parsley Powder,honey
304,2029,Potatoes,potat,Potatoes,potatoes
304,2029,Potatoes,salmo,Potatoes,salmon
304,2029,Potatoes,Japan,Potatoes,Japanese mayo
304,2029,Potatoes,sprin,Potatoes,spring onions
304,2030,Garlic oil,potat,Garlic Oil,potatoes
304,2030,Garlic oil,salmo,Garlic Oil,salmon
304,2030,Garlic oil,Japan,Garlic Oil,Japanese mayo
304,2030,Garlic oil,sprin,Garlic Oil,spring onions
304,2031,Salt,potat,Salt,potatoes
304,2031,Salt,salmo,Salt,salmon
304,2031,Salt,Japan,Salt,Japanese mayo
304,2031,Salt,sprin,Salt,spring onions
304,2032,Salmon,potat,Salmon,potatoes
304,2032,Salmon,salmo,Salmon,salmon
304,2032,Salmon,Japan,Salmon,Japanese mayo
304,2032,Salmon,sprin,Salmon,spring onions
304,2033,Japanese mayo,potat,Japanese Mayo,potatoes
304,2033,Japanese mayo,salmo,Japanese Mayo,salmon
304,2033,Japanese mayo,Japan,Japanese Mayo,Japanese mayo
304,2033,Japanese mayo,sprin,Japanese Mayo,spring onions
304,2034,Spring onions,potat,Spring Onions,potatoes
304,2034,Spring onions,salmo,Spring Onions,salmon
304,2034,Spring onions,Japan,Spring Onions,Japanese mayo
304,2034,Spring onions,sprin,Spring Onions,spring onions
304,2035,Tobiko,potat,Tobiko,potatoes
304,2035,Tobiko,salmo,Tobiko,salmon
304,2035,Tobiko,Japan,Tobiko,Japanese mayo
304,2035,Tobiko,sprin,Tobiko,spring onions
304,2036,Garlic,potat,Garlic,potatoes
304,2036,Garlic,salmo,Garlic,salmon
304,2036,Garlic,Japan,Garlic,Japanese mayo
304,2036,Garlic,sprin,Garlic,spring onions
305,2037,Banane,banan,Banana,banana
305,2037,Banane,milk,Banana,milk
305,2037,Banane,whipp,Banana,whipping cream
305,2037,Banane,egg y,Banana,egg yolks
305,2038,Mühle,banan,Flour,banana
305,2038,Mühle,milk,Flour,milk
305,2038,Mühle,whipp,Flour,whipping cream
305,2038,Mühle,egg y,Flour,egg yolks
305,2039,Milch,banan,Milk,banana
305,2039,Milch,milk,Milk,milk
305,2039,Milch,whipp,Milk,whipping cream
305,2039,Milch,egg y,Milk,egg yolks
305,2040,Ei,banan,Egg Yolk,banana
305,2040,Ei,milk,Egg Yolk,milk
305,2040,Ei,whipp,Egg Yolk,whipping cream
305,2040,Ei,egg y,Egg Yolk,egg yolks
305,2041,Zucker,banan,Sugar,banana
305,2041,Zucker,milk,Sugar,milk
305,2041,Zucker,whipp,Sugar,whipping cream
305,2041,Zucker,egg y,Sugar,egg yolks
305,2042,Vanille,banan,Vanilla,banana
305,2042,Vanille,milk,Vanilla,milk
305,2042,Vanille,whipp,Vanilla,whipping cream
305,2042,Vanille,egg y,Vanilla,egg yolks
305,2043,Zimt,banan,Cinnamon,banana
305,2043,Zimt,milk,Cinnamon,milk
305,2043,Zimt,whipp,Cinnamon,whipping cream
305,2043,Zimt,egg y,Cinnamon,egg yolks
305,2044,Schlagsahne,banan,Whipping Cream,banana
305,2044,Schlagsahne,milk,Whipping Cream,milk
305,2044,Schlagsahne,whipp,Whipping Cream,whipping cream
305,2044,Schlagsahne,egg y,Whipping Cream,egg yolks
305,2045,Eigelb,banan,Egg White,banana
305,2045,Eigelb,milk,Egg White,milk
305,2045,Eigelb,whipp,Egg White,whipping cream
305,2045,Eigelb,egg y,Egg White,egg yolks
306,2046,Fried dace,fried dace,Fried dace,fried dace
306,2046,Fried dace,garli,Fried dace,garlic
306,2046,Fried dace,pasta,Fried dace,pasta
306,2047,Salted black beans,fried dace,Salted black beans,fried dace
306,2047,Salted black beans,garli,Salted black beans,garlic
306,2047,Salted black beans,pasta,Salted black beans,pasta
306,2048,Garlic,fried dace,Garlic,fried dace
306,2048,Garlic,garli,Garlic,garlic
306,2048,Garlic,pasta,Garlic,pasta
306,2049,Pasta,fried dace,Pasta,fried dace
306,2049,Pasta,garli,Pasta,garlic
306,2049,Pasta,pasta,Pasta,pasta
306,2050,Olive oil,fried dace,Olive oil,fried dace
306,2050,Olive oil,garli,Olive oil,garlic
306,2050,Olive oil,pasta,Olive oil,pasta
307,2051,Gôy,eggs,Glutinous Rice Flour,eggs
307,2051,Gôy,sugar,Glutinous Rice Flour,sugar
307,2051,Gôy,gluti,Glutinous Rice Flour,glutinous rice flour
307,2052,Tapioka,eggs,Tapioca Flour,eggs
307,2052,Tapioka,sugar,Tapioca Flour,sugar
307,2052,Tapioka,gluti,Tapioca Flour,glutinous rice flour
307,2053,²½±‹…⁎‪‬‬,eggs,,eggs
307,2053,²½±‹…⁎‪‬‬,sugar,,sugar
307,2053,²½±‹…⁎‪‬‬,gluti,,glutinous rice flour
307,2054,²½…⁈›’‬,eggs,,eggs
307,2054,²½…⁈›’‬,sugar,,sugar
307,2054,²½…⁈›’‬,gluti,,glutinous rice flour
307,2055,²…⁈›—‬,eggs,,eggs
307,2055,²…⁈›—‬,sugar,,sugar
307,2055,²…⁈›—‬,gluti,,glutinous rice flour
307,2056,‬’›,eggs,,eggs
307,2056,‬’›,sugar,,sugar
307,2056,‬’›,gluti,,glutinous rice flour
307,2057,‬’⁃‰…,eggs,,eggs
307,2057,‬’⁃‰…,sugar,,sugar
307,2057,‬’⁃‰…,gluti,,glutinous rice flour
307,2058,‬’›,eggs,,eggs
307,2058,‬’›,sugar,,sugar
307,2058,‬’›,gluti,,glutinous rice flour
307,2059,‬’⁃‰,eggs,,eggs
307,2059,‬’⁃‰,sugar,,sugar
307,2059,‬’⁃‰,gluti,,glutinous rice flour
307,2060,‬’›,eggs,,eggs
307,2060,‬’›,sugar,,sugar
307,2060,‬’›,gluti,,glutinous rice flour
307,2061,‬’⁃‰,eggs,,eggs
307,2061,‬’⁃‰,sugar,,sugar
307,2061,‬’⁃‰,gluti,,glutinous rice flour
308,2062,butter,butte,butter,butter
308,2062,butter,Milo ,butter,Milo powder
308,2062,butter,Mary ,butter,Mary biscuits
308,2063,Milo powder,butte,Milo powder,butter
308,2063,Milo powder,Milo ,Milo powder,Milo powder
308,2063,Milo powder,Mary ,Milo powder,Mary biscuits
308,2064,cocoa powder,butte,cocoa powder,butter
308,2064,cocoa powder,Milo ,cocoa powder,Milo powder
308,2064,cocoa powder,Mary ,cocoa powder,Mary biscuits
308,2065,salt,butte,salt,butter
308,2065,salt,Milo ,salt,Milo powder
308,2065,salt,Mary ,salt,Mary biscuits
308,2066,condensed milk,butte,condensed milk,butter
308,2066,condensed milk,Milo ,condensed milk,Milo powder
308,2066,condensed milk,Mary ,condensed milk,Mary biscuits
308,2067,vanilla extract,butte,vanilla extract,butter
308,2067,vanilla extract,Milo ,vanilla extract,Milo powder
308,2067,vanilla extract,Mary ,vanilla extract,Mary biscuits
308,2068,cream,butte,cream,butter
308,2068,cream,Milo ,cream,Milo powder
308,2068,cream,Mary ,cream,Mary biscuits
308,2069,biscuits (Mary biscuits),butte,biscuits (Mary biscuits),butter
308,2069,biscuits (Mary biscuits),Milo ,biscuits (Mary biscuits),Milo powder
308,2069,biscuits (Mary biscuits),Mary ,biscuits (Mary biscuits),Mary biscuits
308,2070,chocolate sauce,butte,chocolate sauce,butter
