experiment_id,ingredient_id,name_en,estimated_weight_g
158,1041,Milo Powder,100.0
158,1042,Cocoa Powder,50.0
158,1043,Salt,5.0
158,1044,Condensed Milk,50.0
158,1045,Vanilla Extract,5.0
158,1046,Cream,50.0
158,1047,Mary Biscuits,400.0
159,,,
160,1048,Century Egg,150.0
160,1049,Egg,50.0
160,1050,Parmesan Cheese,30.0
160,1051,Black Pepper,5.0
160,1052,Bacon,20.0
161,1053,chicken breast,500.0
161,1054,coconut milk,240.0
161,1055,spring onion,60.0
161,1056,ginger,30.0
161,1057,salt,5.0
161,1058,chili sauce,50.0
161,1059,rice,2200.0
162,1060,,0.0
162,1061,,30.0
162,1062,,10.0
162,1063,,250.0
162,1064,,20.0
162,1065,,20.0
163,1066,Chicken,500.0
163,1067,Onion,200.0
163,1068,Apple,150.0
163,1069,Carrot,150.0
163,1070,Napa Cabbage,200.0
163,1071,Spring Onions,50.0
163,1072,Ginger,50.0
163,1073,Goji Berries,100.0
164,1074,,200.0
164,1075,,100.0
164,1076,,50.0
164,1077,,10.0
164,1078,,10.0
164,1079,,20.0
164,1080,,0.0
165,1081,Coco Crunch,100.0
165,1082,Strawberry,50.0
166,1083,Cream Corn,400.0
166,1084,Brown Butter,50.0
166,1085,Corn Custard,600.0
166,1086,Egg Yolks,120.0
166,1087,Sugar,100.0
166,1088,Flour,50.0
166,1089,Cornstarch,25.0
166,1090,Vanilla,10.0
166,1091,Rum,10.0
166,1092,Whipped Cream,150.0
166,1093,Oats,50.0
167,1094,Cinnamon Sugar,20.0
167,1095,Milk,150.0
167,1096,Frozen Puff Pastry,500.0
168,1097,,100.0
168,1098,black sesame seeds,20.0
168,1099,black sesame paste,15.0
168,1100,butter,70.0
168,1101,sugar,80.0
168,1102,egg,50.0
168,1103,flour,100.0
168,1104,salt,2.0
168,1105,vanilla extract,5.0
169,1106,chicken breast,550.0
169,1107,potatoes,225.0
169,1108,carrots,165.0
169,1109,curry paste,25.0
169,1110,durian,150.0
170,1111,,100.0
170,1112,,0.0
170,1113,,200.0
170,1114,,50.0
170,1115,,20.0
170,1116,,250.0
171,,,
172,1117,,1000.0
172,1118,goji berries,200.0
172,1119,,1000.0
172,1120,longans,200.0
172,1121,,200.0
172,1122,,500.0
172,1123,red dates,200.0
172,1124,,1000.0
172,1125,,200.0
172,1126,,500.0
172,1127,butter,200.0
172,1128,gula melaka,100.0
172,1129,,0.0
172,1130,orange,0.0
173,1131,whipped cream,300.0
173,1132,condensed milk,120.0
173,1133,kante,50.0
173,1134,kante powder,5.0
173,1135,miso,20.0
173,1136,seaweed snack,20.0
174,1137,Gula Melaka Palm Sugar,200.0
174,1138,Coconut Milk,200.0
174,1139,Butter,100.0
174,1140,Sugar,150.0
174,1141,Eggs,120.0
174,1142,Rum,20.0
174,1143,Longans,100.0
175,1144,Hinanesse of Bengali style white bread,250.0
175,1145,Unsalted butter,225.0
175,1146,Kaya (Coconut jam),300.0
175,1147,Eggs,120.0
176,1148,Kimchi,100.0
176,1149,Bread,100.0
176,1150,Cheese,80.0
177,1151,,500.0
177,1152,,200.0
177,1153,,10.0
177,1154,,5.0
177,1155,,20.0
177,1156,,5.0
177,1157,,10.0
177,1158,,200.0
177,1159,,500.0
178,1160,pandan leaves,50.0
178,1161,coconut milk,1000.0
178,1162,egg,100.0
178,1163,sugar,200.0
178,1164,salt,10.0
178,1165,oil,100.0
178,1166,flour,728.0
178,1167,palm sugar,200.0
178,1168,gula melaka,200.0
178,1169,coconut,100.0
178,1170,salt,10.0
179,1171,,7200.0
179,1172,,3600.0
179,1173,,720.0
179,1174,,0.0
179,1175,,3600.0
179,1176,,360.0
179,1177,,0.0
179,1178,,0.0
180,1179,Garlic,50.0
180,1180,Ginger,25.0
180,1181,Chilies,20.0
180,1182,Sichuan Peppercorns,10.0
180,1183,Five-Spice Powder,20.0
180,1184,Lao Gan Ma,50.0
180,1185,Egg,50.0
180,1186,Cream,150.0
180,1187,Soy Sauce,50.0
180,1188,Sesame Oil,50.0
180,1189,Spaghetti,375.0
180,1190,Spring Onions,100.0
181,1191,,0.2
181,1192,,0.5
181,1193,,0.2
181,1194,,0.1
181,1195,,0.1
182,1196,Spicy Pollack Roe,90.0
182,1197,Egg,50.0
182,1198,Cream,25.0
182,1199,Soy Sauce,20.0
182,1200,Cheese,80.0
182,1201,Black Pepper,5.0
182,1202,Pasta,120.0
183,1203,Flour,0.0
183,1204,Golden Syrup,0.0
183,1205,Lye Water,0.0
183,1206,Oil,140.0
183,1207,Beef,450.0
183,1208,Mushroom Duxelles,200.0
183,1209,Parma Ham,220.0
183,1210,Pastry,400.0
184,1211,Ground Beef,500.0
184,1212,Onion,150.0
184,1213,Kimchi,50.0
184,1214,Mug,
184,1215,Tomato Sauce,200.0
184,1216,Meat,
184,1217,Pasta Pieces,50.0
184,1218,Ricotta Cheese,180.0
184,1219,Mozzarella Cheese,270.0
185,1220,,120.0
185,1221,,60.0
185,1222,,180.0
185,1223,,2.0
185,1224,,2.0
185,1225,,180.0
185,1226,,2.0
185,1227,,2.0
185,1228,,60.0
185,1229,,180.0
185,1230,,2.0
185,1231,,2.0
185,1232,,60.0
185,1233,,180.0
186,1234,,500.0
186,1235,,500.0
186,1236,,50.0
186,1237,,50.0
186,1238,,50.0
186,1239,,50.0
186,1240,,50.0
187,1241,Peanut Butter,50.0
187,1242,All-Purpose Flour,100.0
187,1243,Sugar,50.0
187,1244,Salt,5.0
187,1245,Baking Powder,15.0
187,1246,Oil,25.0
187,1247,Sesame Oil,5.0
188,1248,,100.0
188,1249,,200.0
188,1250,,120.0
189,1251,Flour,250.0
189,1252,Yeast,0.0
189,1253,Salt,5.0
189,1254,Butter,80.0
189,1255,Milk,100.0
189,1256,Sugar,5.0
189,1257,Pineapple,150.0
189,1258,Eggs,120.0
190,1259,Rice,250.0
190,1260,Chicken Stock,0.0
190,1261,Shredded Chicken,200.0
190,1262,Abalone,100.0
190,1263,Ginger,20.0
190,1264,Spring Onions,20.0
190,1265,Soy Sauce,20.0
190,1266,Sesame Oil,20.0
190,1267,Frozen Puff Pastry,200.0
191,1268,,0.0
191,1269,Bacon,25.0
191,1270,Potato,150.0
191,1271,,0.0
191,1272,Parmesan Cheese,120.0
191,1273,Black Pepper,5.0
192,1274,Potatoes,550.0
192,1275,Onions,150.0
192,1276,Carrots,200.0
192,1277,Chicken,110.0
192,1278,Whipped Cream,220.0
192,1279,Japanese Curry Powder,30.0
192,1280,Udon Noodles,110.0
193,1281,Eggs,1200.0
193,1282,Butter,100.0
193,1283,Milk,150.0
193,1284,Sugar,25.0
193,1285,Salt,1.0
193,1286,Baking Powder,5.0
193,1287,Vanilla,3.0
193,1288,Cinnamon,3.0
193,1289,Rice Paper,200.0
194,1290,Butter,100.0
194,1291,Sugar,50.0
194,1292,Flour,100.0
194,1293,Baking Powder,5.0
194,1294,Salt,1.0
194,1295,Egg,50.0
194,1296,Instant Coffee,10.0
194,1297,Vanilla,5.0
195,1298,Butter,50.0
195,1299,Sugar,20.0
195,1300,Eggs,50.0
195,1301,Instant Coffee,10.0
195,1302,Vanilla Extract,4.0
195,1303,Flour,150.0
196,1304,Potato,150.0
196,1305,Garlic Oil,15.0
196,1306,Salt,5.0
196,1307,Salmon,100.0
196,1308,Japanese Mayo,50.0
196,1309,Spring Onions,20.0
196,1310,Tobiko,10.0
197,1311,Mandarin Oranges,400.0
197,1312,Sugar,200.0
197,1313,Eggs,300.0
197,1314,Flour,120.0
197,1315,Baking Powder,6.0
197,1316,Baking Soda,6.0
197,1317,Salt,6.0
197,1318,Butter,110.0
197,1319,Palm Sugar,200.0
197,1320,Cream,60.0
198,1321,Cooked White Rice,100.0
198,1322,Seaweed Sheets,20.0
198,1323,Sesame Seeds,15.0
198,1324,Sesame Oil,15.0
198,1325,Ground Beef Bulgogi,100.0
198,1326,Super Ring,35.0
199,1327,,400.0
199,1328,,200.0
199,1329,,750.0
199,1330,,50.0
199,1331,,100.0
199,1332,,1000.0
200,1333,watermelon,1500.0
200,1334,tomato,200.0
200,1335,mozzarella,200.0
200,1336,basil,20.0
200,1337,olive oil,100.0
200,1338,balsamic vinegar,50.0
200,1339,flaky salt,20.0
200,1340,black pepper,10.0
200,1341,prosciutto,100.0
201,1342,Flour,250.0
201,1343,Sugar,20.0
201,1344,Salt,10.0
201,1345,Baking Powder,5.0
201,1346,Yeast,2.5
201,1347,Egg,50.0
201,1348,Milk,100.0
201,1349,Tomato,150.0
201,1350,Mozzarella,100.0
201,1351,Prosciutto,60.0
201,1352,Arugula,30.0
201,1353,Olive Oil,10.0
201,1354,Cured Egg Yolk,50.0
201,1355,Black Pepper,2.0
202,1356,Apple,150.0
202,1357,,0.0
202,1358,,0.0
203,1359,,225.0
203,1360,melted butter,50.0
203,1361,honey,20.0
203,1362,salt,5.0
203,1363,MSG (optional),5.0
203,1364,parsley powder,5.0
203,1365,bagels,225.0
204,1366,Potatoes,150.0
204,1367,Garlic,15.0
204,1368,Salt,5.0
204,1369,Salmon,100.0
204,1370,Japanese Mayo,50.0
204,1371,Spring Onions,20.0
204,1372,Tobiko,10.0
205,1373,Banana,300.0
205,1374,Milk,100.0
205,1375,Whipping Cream,200.0
205,1376,Vanilla,5.0
205,1377,Cinnamon Powder,3.0
205,1378,Egg Yolks,50.0
205,1379,Sugar,50.0
206,1380,fried dace,100.0
206,1381,salted black beans,25.0
206,1382,chopped garlic,30.0
206,1383,pasta,80.0
207,1384,,100.0
207,1385,glutinous rice flour,50.0
207,1386,tapioca flour,25.0
207,1387,milk,20.0
207,1388,butter,50.0
207,1389,vanilla extract,5.0
208,1390,Butter,85.0
208,1391,Milo Powder,100.0
208,1392,Cocoa Powder,50.0
208,1393,Salt,3.0
208,1394,Condensed Milk,200.0
208,1395,Vanilla,5.0
208,1396,Cream,100.0
208,1397,Biscuits,100.0
208,1398,Chocolate Sauce,100.0
209,1399,Butter,114.0
209,1400,Milk,54.0
209,1401,Cake Flour,364.0
209,1402,Egg Yolks,54.0
209,1403,Vanilla,6.0
209,1404,Salt,3.75
210,,,
211,1405,Chicken Breast,550.0
211,1406,,250.0
211,1407,Ginger,25.0
211,1408,Spring Onion,15.0
211,1409,Instant Coconut Milk,100.0
211,1410,Chili Sauce,30.0
212,1411,Chicken Breast,600.0
212,1412,Ginger,50.0
212,1413,Scallion,20.0
212,1414,Salt,5.0
212,1415,Pepper,2.0
212,1416,Garlic,15.0
212,1417,Butter,100.0
212,1418,Chicken Broth,400.0
212,1419,Lime Juice,20.0
212,1420,Ginger Scallion Sauce,50.0
212,1421,Oil,15.0
213,1422,,2000.0
213,1423,,200.0
213,1424,,150.0
213,1425,,1000.0
213,1426,,50.0
213,1427,,200.0
213,1428,,100.0
214,1429,Century Eggs,100.0
214,1430,Green Chilies,100.0
214,1431,Garlic,9.0
214,1432,Salt,6.0
214,1433,Sesame Oil,15.0
214,1434,Vinegar,15.0
214,1435,Rice,100.0
215,1436,,200.0
215,1437,Strawberry,50.0
215,1438,,100.0
215,1439,,50.0
215,1440,,1.0E7
215,1441,,10.0
215,1442,,10000.0
216,1443,Corn,600.0
216,1444,Milk,227.0
216,1445,Butter,50.0
216,1446,Eggs,120.0
216,1447,Sugar,100.0
216,1448,Flour,50.0
216,1449,Cornstarch,20.0
216,1450,Oats,50.0
216,1451,Whipped Cream,50.0
216,1452,Vanilla Extract,10.0
216,1453,Rum,30.0
216,1454,Salt,10.0
216,1455,Cinnamon,10.0
216,1456,Baking Powder,10.0
217,1457,All-Purpose Flour,200.0
217,1458,Unsalted Butter,100.0
217,1459,Granulated Sugar,50.0
217,1460,Unsalted Butter (melted),20.0
217,1461,Milk,250.0
217,1462,Cinnamon,2.0
218,1463,Flour,364.0
218,1464,Egg,50.0
218,1465,Butter,364.0
218,1466,Sugar,364.0
218,1467,Black Sesame Seeds,100.0
218,1468,Black Sesame Paste,100.0
219,1469,Chicken,300.0
219,1470,Potatoes,250.0
219,1471,Carrots,150.0
219,1472,Curry Paste,50.0
219,1473,Durian,300.0
219,1474,Coconut Milk,400.0
220,1475,Longan,80.0
220,1476,Lo-hon-gor,80.0
220,1477,Pandan,40.0
220,1478,Gula Melaka,200.0
220,1479,Nescafe Espresso Concentrate (Sweet Vanilla),100.0
221,1480,potatoes,450.0
221,1481,oil,20.0
221,1482,salt,5.0
221,1483,pepper,5.0
222,1484,Persimmon,150.0
222,1485,Sweet Potato,100.0
222,1486,Goji Berry,20.0
222,1487,Longan,30.0
222,1488,Date,15.0
222,1489,Raisin,5.0
222,1490,Butter,225.0
222,1491,Gula Melaka,110.0
222,1492,Egg,180.0
222,1493,Orange Zest,10.0
222,1494,Orange Juice,100.0
222,1495,Korean Pear,120.0
222,1496,Flour,460.0
222,1497,Baking Powder,25.0
222,1498,Christmas Spices,10.0
222,1499,Salt,5.0
222,1500,Rum,150.0
223,1501,,100.0
223,1502,condensed milk,120.0
223,1503,kante,20.0
223,1504,kante powder,2.0
223,1505,miso paste,10.0
223,1506,seaweed,10.0
224,1507,Butter,227.0
224,1508,Sugar,113.0
224,1509,Eggs,240.0
224,1510,Gula Melaka,36.0
224,1511,Coconut Milk,50.0
224,1512,Rum,50.0
224,1513,Longan,160.0
225,1514,Bengali style white bread,200.0
225,1515,Unsalted butter,100.0
225,1516,Homemade kaya,50.0
225,1517,Cured egg yolk,10.0
226,1518,Cheese,50.0
226,1519,Bread,50.0
226,1520,Kimchi,50.0
226,1521,Butter,20.0
227,1522,All-Purpose Flour,364.0
227,1523,Bread Flour,91.6
227,1524,Sugar,9.0
227,1525,Salt,7.0
227,1526,Yeast,7.0
227,1527,Butter,45.3
227,1528,Water,1000.0
228,1529,pandan leaves,100.0
228,1530,palm sugar,100.0
228,1531,coconut milk,1500.0
228,1532,egg,50.0
228,1533,salt,10.0
228,1534,oil,100.0
228,1535,flour,200.0
229,1536,Gula Melaka,450.0
229,1537,Flour,364.0
229,1538,Coconut Milk,750.0
229,1539,Instant Coffee,30.0
229,1540,Rice,100.0
229,1541,Tapioca Flour,50.0
229,1542,Water,0.0
229,1543,Salt,2.0
229,1544,Nescafe Gold Intenso,30.0
230,1545,Garlic,45.0
230,1546,Ginger,25.0
230,1547,Chilies,30.0
230,1548,Sichuan Peppercorns,10.0
230,1549,Five-Spice Powder,10.0
230,1550,Lao Gan Ma,50.0
230,1551,Egg,50.0
230,1552,Cream,150.0
230,1553,Soy Sauce,20.0
230,1554,Sesame Oil,30.0
230,1555,Spaghetti,350.0
230,1556,Spring Onions,20.0
231,1557,Rose Syrup,400.0
231,1558,Evaporated Milk,100.0
231,1559,Pandan Leaves,100.0
231,1560,Matcha Powder,20.0
231,1561,Ice,200.0
231,1562,Fresh Milk,100.0
232,1563,Mentaiko,50.0
232,1564,Egg,50.0
232,1565,Cream,100.0
232,1566,Soy Sauce,50.0
232,1567,Cheese,100.0
232,1568,Black Pepper,5.0
232,1569,Pasta,400.0
232,1570,Mayo,100.0
233,1571,All-Purpose Flour,230.0
233,1572,Golden Syrup,60.0
233,1573,Lye Water,25.0
233,1574,Beef Tenderloin,250.0
233,1575,Mushroom Duxelles,120.0
233,1576,Parma Ham,60.0
233,1577,Mustard,5.0
233,1578,Pastry Dough,120.0
234,1579,Ground Beef,200.0
234,1580,Onions,100.0
234,1581,Kimchi,100.0
234,1582,Tomato Sauce,150.0
234,1583,Pasta,50.0
234,1584,Ricotta Cheese,150.0
234,1585,Mozzarella Cheese,150.0
235,1586,Eggs,120.0
235,1587,Sugar,100.0
235,1588,Corn Flour,150.0
235,1589,Milk,100.0
235,1590,Egg Yolks,30.0
235,1591,Salt,5.0
235,1592,Soy Sauce,20.0
235,1593,Vanilla,5.0
236,1594,Snow fungus,250.0
236,1595,Red dates,100.0
236,1596,Goji berries,50.0
236,1597,Dried longans,120.0
236,1598,Rock sugar,150.0
237,1599,Peanut Butter,272.0
237,1600,All-purpose Flour,120.0
237,1601,Granulated Sugar,200.0
237,1602,Salt,6.0
237,1603,Baking Powder,10.0
237,1604,Vegetable Oil,15.0
237,1605,Sesame Oil,7.5
238,1606,Pickle Shaved Ice,200.0
238,1607,Berries,100.0
238,1608,Sweet Cream,30.0
238,1609,Caramel,30.0
239,1610,,250.0
239,1611,all-purpose flour,250.0
239,1612,butter,80.0
239,1613,sugar,90.0
239,1614,pineapple juice,45.0
239,1615,salt,2.5
239,1616,yeast,5.0
239,1617,eggs,50.0
240,1618,,200.0
240,1619,chicken,100.0
240,1620,abalone,50.0
240,1621,ginger,20.0
240,1622,spring onions,20.0
240,1623,soy sauce,20.0
240,1624,sesame oil,10.0
241,1625,,200.0
241,1626,,100.0
241,1627,,20.0
241,1628,,0.0
241,1629,,100.0
241,1630,,200.0
241,1631,,50.0
241,1632,,50.0
242,1633,potatoes,170.0
242,1634,whipped cream,35.0
242,1635,onions,115.0
242,1636,carrots,50.0
242,1637,chicken,115.0
242,1638,Japanese curry,10.0
242,1639,udon noodles,115.0
243,1640,Eggs,120.0
243,1641,Butter,50.0
243,1642,Milk,20.0
243,1643,Sugar,200.0
243,1644,Salt,5.0
243,1645,Baking Powder,20.0
243,1646,Vanilla,10.0
243,1647,Cinnamon,5.0
243,1648,Rice Paper,200.0
244,,,
245,1649,Butter,50.0
245,1650,Sugar,10.0
245,1651,Egg(s),50.0
245,1652,Instant Coffee Powder,7.0
245,1653,Hot Water,0.0
245,1654,Vanilla Extract,5.0
245,1655,Flour,100.0
246,1656,Potatoes,400.0
246,1657,Garlic Oil,15.0
246,1658,Salt,5.0
246,1659,Salmon,100.0
246,1660,Japanese Mayo,10.0
246,1661,Spring Onions,50.0
246,1662,Tobiko,20.0
247,1663,Mandarin Oranges,250.0
247,1664,Sugar,165.0
247,1665,Eggs,120.0
247,1666,Flour,100.0
247,1667,Baking Powder,20.0
247,1668,Baking Soda,10.0
247,1669,Salt,10.0
247,1670,Palm Sugar,55.0
247,1671,Butter,55.0
247,1672,Cream,55.0
248,1673,rice,500.0
248,1674,super ring,80.0
248,1675,seaweed,20.0
248,1676,sesame seeds,15.0
248,1677,sesame oil,8.0
248,1678,ground beef bulgogi,150.0
249,1679,Thai Tea Leaves,10.0
249,1680,Heavy Cream,120.0
249,1681,Eggs,120.0
249,1682,Granulated Sugar,200.0
249,1683,Coconut Flakes,30.0
250,1684,Watermelon,400.0
250,1685,Tomatoes,100.0
250,1686,Mozzarella,50.0
250,1687,Basil,10.0
250,1688,Olive Oil,20.0
250,1689,Balsamic Vinegar,50.0
250,1690,Flaky Salt,10.0
250,1691,Pepper,5.0
250,1692,Prosciutto,50.0
251,,,
252,1693,apple,100.0
252,1694,,0.0
253,1695,bagel,1000.0
253,1696,butter,115.0
253,1697,honey,100.0
253,1698,salt,2.0
253,1699,monosodium glutamate,2.0
253,1700,parsley powder,2.0
254,1701,potato,250.0
254,1702,garlic,10.0
254,1703,oil,15.0
254,1704,salmon,200.0
254,1705,mayo,15.0
254,1706,spring onion,20.0
254,1707,tobiko,10.0
255,,,
256,1708,,200.0
256,1709,,20.0
256,1710,,150.0
257,,,
258,1711,butter,200.0
258,1712,Milo powder,28.0
258,1713,cocoa powder,28.0
258,1714,salt,5.0
258,1715,condensed milk,200.0
258,1716,vanilla,5.0
258,1717,cream,100.0
258,1718,Mary biscuits,200.0
258,1719,chocolate,400.0
259,1720,butter,100.0
259,1721,milk,240.0
259,1722,granulated sugar,320.0
259,1723,egg yolks,100.0
259,1724,salt,2.0
259,1725,egg whites,120.0
260,1726,century egg,100.0
260,1727,egg,50.0
260,1728,cheese,250.0
260,1729,bacon,100.0
261,1730,chicken,500.0
261,1731,ginger,50.0
261,1732,spring onion,20.0
261,1733,salt,5.0
261,1734,coconut milk,200.0
261,1735,chili sauce,50.0
262,1736,,200.0
262,1737,ginger,30.0
262,1738,scallion,20.0
262,1739,salt,5.0
262,1740,pepper,5.0
262,1741,garlic,15.0
262,1742,butter,100.0
262,1743,chicken broth,200.0
262,1744,,50.0
262,1745,,20.0
262,1746,,20.0
262,1747,,10.0
263,1748,,0.0
263,1749,onion,150.0
263,1750,apple,150.0
263,1751,carrot,100.0
263,1752,napa cabbage,100.0
263,1753,spring onions,50.0
263,1754,ginger,50.0
263,1755,goji berries,100.0
263,1756,chicken,500.0
264,1757,,100.0
264,1758,,100.0
264,1759,,100.0
264,1760,,100.0
264,1761,,100.0
264,1762,,0.0
264,1763,,10.0
264,1764,,10.0
264,1765,,100.0
264,1766,,20.0
264,1767,,20.0
265,1768,,100.0
265,1769,,14.0
265,1770,,1000.0
265,1771,strawberry,150.0
266,1772,corn,1000.0
266,1773,milk,500.0
266,1774,egg,320.0
266,1775,sugar,400.0
266,1776,potato,150.0
266,1777,butter,115.0
266,1778,vanilla,10.0
266,1779,rum,50.0
266,1780,oat,50.0
266,1781,cooking oil,14.0
266,1782,egg,100.0
266,1783,toasted oats,25.0
267,1784,puff pastry,200.0
267,1785,cinnamon,5.0
267,1786,sugar,10.0
267,1787,milk,200.0
268,1788,,170.0
268,1789,tong yuen,100.0
268,1790,butter,100.0
268,1791,sugar,50.0
268,1792,egg,50.0
268,1793,vanilla flour,120.0
268,1794,black sesame seeds,20.0
268,1795,black sesame paste,50.0
269,1796,egg,100.0
269,1797,cooking oil,28.0
269,1798,curry paste,14.0
269,1799,chicken breast,200.0
269,1800,potato,150.0
269,1801,carrot,100.0
269,1802,durian,150.0
270,1803,jaggery,0.0
270,1804,pandanus leaf,50.0
270,1805,dragon fruit,0.0
270,1806,lychee fruit,0.0
270,1807,vanilla Nescafe espresso concentrate,0.0
271,1808,fries,100.0
271,1809,cooking oil,14.0
271,1810,salt,10.0
271,1811,pepper,10.0
272,,,
273,1812,,0.0
273,1813,,0.0
273,1814,,100.0
273,1815,,0.0
273,1816,kante,20.0
273,1817,,0.0
273,1818,,20.0
273,1819,kante powder,4.0
273,1820,,0.0
273,1821,,4.0
273,1822,,0.0
273,1823,,4.0
274,1824,gula melaka,100.0
274,1825,coconut oil,57.0
274,1826,sugar,200.0
274,1827,egg,144.0
274,1828,coconut milk,200.0
274,1829,longan,144.0
274,1830,rum,30.0
275,1831,bengali-style white bread,1000.0
275,1832,butter,1130.0
275,1833,kaya jam,500.0
275,1834,egg yolk,500.0
276,1835,,300.0
276,1836,kimchi,100.0
276,1837,,200.0
276,1838,,50.0
277,1839,butter,50.0
277,1840,sugar,50.0
277,1841,egg,50.0
277,1842,water,50.0
277,1843,yeast,50.0
277,1844,table sugar,100.0
277,1845,three tablespoons,42.0
277,1846,egg,25.0
277,1847,egg,25.0
278,1848,pandan leaves,100.0
278,1849,coconut milk,250.0
278,1850,egg,50.0
278,1851,palm sugar,100.0
278,1852,salt,5.0
278,1853,cooking oil,14.0
278,1854,flour,100.0
279,1855,coconut milk,1800.0
279,1856,coffee powder,120.0
279,1857,tapioca flour,64.0
279,1858,sugar,108.0
279,1859,rice flour,72.0
279,1860,coconut oil,14.0
279,1861,,7.0
279,1862,salt,6.0
280,1863,garlic,15.0
280,1864,ginger,10.0
280,1865,chilies,20.0
280,1866,Sichuan peppercorns,15.0
280,1867,five-spice powder,15.0
280,1868,Lao Gan Ma,100.0
280,1869,cooking oil,420.0
280,1870,egg,50.0
280,1871,cream,200.0
280,1872,soy sauce,100.0
280,1873,sesame oil,50.0
280,1874,spaghetti,250.0
280,1875,spring onions,50.0
281,1876,rose syrup,14.0
281,1877,evaporated milk,120.0
281,1878,pandan leaves,20.0
281,1879,matcha powder,5.0
282,1880,spicy pollack roe,200.0
282,1881,egg,50.0
282,1882,cream,100.0
282,1883,soy sauce,50.0
282,1884,cheese,50.0
282,1885,black pepper,10.0
283,1886,,200.0
283,1887,,0.0
283,1888,,0.0
283,1889,,20.0
283,1890,,0.0
283,1891,,0.0
283,1892,,20.0
284,1893,ground beef,150.0
284,1894,onion,50.0
284,1895,kimchi,100.0
284,1896,pasta,100.0
284,1897,tomato sauce,200.0
284,1898,ricotta cheese,150.0
284,1899,mozzarella cheese,150.0
285,1900,egg whites,60.0
285,1901,sugar,30.0
285,1902,corn flour,120.0
285,1903,egg yolks,80.0
285,1904,flour,100.0
285,1905,salt,2.0
285,1906,milk,150.0
285,1907,honey,20.0
285,1908,butter,20.0
285,1909,soy sauce,50.0
285,1910,vanilla extract,10.0
286,1911,snow fungus,100.0
286,1912,red dates,100.0
286,1913,goji berries,50.0
286,1914,dried longans,20.0
286,1915,rock sugar,100.0
286,1916,papaya,100.0
287,1917,peanut,150.0
287,1918,sugar,50.0
287,1919,all-purpose flour,50.0
287,1920,salt,2.0
287,1921,baking powder,5.0
287,1922,oil,14.0
287,1923,sesame oil,2.0
288,1924,,500.0
288,1925,berries,200.0
288,1926,sweet cream,50.0
288,1927,caramel,20.0
288,1928,pickle,200.0
289,1929,all-purpose flour,200.0
289,1930,active dry yeast,5.0
289,1931,salt,5.0
289,1932,butter,100.0
289,1933,sugar,150.0
289,1934,pineapple juice,150.0
289,1935,butter,50.0
289,1936,egg yolk,20.0
290,1937,,1500.0
290,1938,,200.0
290,1939,,200.0
290,1940,,100.0
290,1941,,1500.0
290,1942,,200.0
290,1943,,200.0
290,1944,,100.0
290,1945,,100.0
290,1946,,100.0
290,1947,,200.0
291,,,
292,1948,potato,200.0
292,1949,onion,100.0
292,1950,carrot,80.0
292,1951,chicken,100.0
292,1952,Japanese curry,100.0
292,1953,udon noodles,150.0
292,1954,whipped cream,50.0
293,1955,egg,100.0
293,1956,butter,50.0
293,1957,sugar,14.0
293,1958,salt,5.0
293,1959,baking powder,5.0
293,1960,vanilla,0.0
293,1961,cinnamon,2.0
293,1962,rice paper,500.0
294,1963,butter,50.0
294,1964,sugar,200.0
294,1965,instant coffee,10.0
294,1966,egg,50.0
294,1967,vanilla,20.0
294,1968,flaky salt,20.0
294,1969,flour,200.0
294,1970,baking powder,10.0
294,1971,salt,5.0
295,1972,butter,100.0
295,1973,sugar,200.0
295,1974,egg,50.0
295,1975,coffee,20.0
295,1976,water,0.0
295,1977,vanilla,10.0
295,1978,flour,730.0
296,1979,potato,450.0
296,1980,garlic,15.0
296,1981,cooking oil,28.0
296,1982,salmon,150.0
296,1983,Japanese mayo,50.0
296,1984,spring onions,20.0
296,1985,tobiko,30.0
297,1986,,225.0
297,1987,butter,56.0
297,1988,palm sugar,225.0
297,1989,eggs,360.0
297,1990,flour,360.0
297,1991,baking powder,20.0
297,1992,baking soda,20.0
297,1993,salt,20.0
298,1994,cooked white rice,200.0
298,1995,cheese-flavored snack ring,50.0
298,1996,seaweed sheets,50.0
298,1997,sesame seeds,20.0
298,1998,sesame oil,20.0
298,1999,ground beef for bulgogi,150.0
299,,,
300,2000,watermelon,200.0
300,2001,tomato,50.0
300,2002,mozzarella cheese,80.0
300,2003,basil leaves,10.0
300,2004,olive oil,28.0
300,2005,balsamic vinegar,15.0
300,2006,flaky salt,5.0
300,2007,prosciutto,30.0
301,2008,Flour,300.0
301,2009,Sugar,11.0
301,2010,Salt,4.0
301,2011,Baking Powder,8.0
301,2012,Yeast,5.0
301,2013,Egg,50.0
301,2014,Milk,80.0
301,2015,Tomato,120.0
301,2016,Mozzarella,80.0
301,2017,Prosciutto,50.0
301,2018,Arugula,15.0
301,2019,Olive Oil,14.0
301,2020,Cured Egg Yolks,50.0
301,2021,Black Pepper,2.0
302,2022,Apple,100.0
303,2023,Bagels,250.0
303,2024,Unsalted Butter,55.0
303,2025,Pure Honey,22.0
303,2026,Salt,3.0
303,2027,Monosodium Glutamate (optional),2.0
303,2028,Parsley Powder,5.0
304,2029,Potatoes,300.0
304,2030,Garlic Oil,20.0
304,2031,Salt,5.0
304,2032,Salmon,200.0
304,2033,Japanese Mayo,20.0
304,2034,Spring Onions,20.0
304,2035,Tobiko,5.0
304,2036,Garlic,10.0
305,2037,Banana,200.0
