experiment_id,ingredient_id,quantity_value,quantity_value_culinary,unit_en,quantity_unit_culinary
60,404,3.0,1.0,,tbsp
60,405,1.0,1.0,,cup
60,405,1.0,3.0,,white
60,405,1.0,1.0,,tbsp
60,406,0.125,1.0,,cup
60,406,0.125,3.0,,white
60,406,0.125,1.0,,tbsp
60,407,4.0,1.0,,cup
60,407,4.0,3.0,,white
60,407,4.0,1.0,,tbsp
60,408,1.0,1.0,,cup
60,408,1.0,3.0,,white
60,408,1.0,1.0,,tbsp
61,409,1.0,1.0,,whole
61,409,1.0,1.0,,slice
61,409,1.0,1.0,,cup
61,410,1.0,1.0,,whole
61,410,1.0,1.0,,slice
61,410,1.0,1.0,,cup
61,411,100.0,1.0,,whole
61,411,100.0,1.0,,slice
61,411,100.0,1.0,,cup
61,412,1.0,1.0,,whole
61,412,1.0,1.0,,slice
61,412,1.0,1.0,,cup
61,413,4.0,1.0,,whole
61,413,4.0,1.0,,slice
61,413,4.0,1.0,,cup
62,414,1.0,1.0,piece,piece
62,414,1.0,2.0,piece,stalk
62,414,1.0,1.0,piece,pinch
62,414,1.0,1.0,piece,packet
62,415,1.0,1.0,,piece
62,415,1.0,2.0,,stalk
62,415,1.0,1.0,,pinch
62,415,1.0,1.0,,packet
62,416,1.0,1.0,,piece
62,416,1.0,2.0,,stalk
62,416,1.0,1.0,,pinch
62,416,1.0,1.0,,packet
62,417,1.0,1.0,can,piece
62,417,1.0,2.0,can,stalk
62,417,1.0,1.0,can,pinch
62,417,1.0,1.0,can,packet
62,418,2.0,1.0,,piece
62,418,2.0,2.0,,stalk
62,418,2.0,1.0,,pinch
62,418,2.0,1.0,,packet
62,419,1.0,1.0,,piece
62,419,1.0,2.0,,stalk
62,419,1.0,1.0,,pinch
62,419,1.0,1.0,,packet
62,420,1.0,1.0,,piece
62,420,1.0,2.0,,stalk
62,420,1.0,1.0,,pinch
62,420,1.0,1.0,,packet
62,421,1.0,1.0,,piece
62,421,1.0,2.0,,stalk
62,421,1.0,1.0,,pinch
62,421,1.0,1.0,,packet
62,422,2.0,1.0,,piece
62,422,2.0,2.0,,stalk
62,422,2.0,1.0,,pinch
62,422,2.0,1.0,,packet
63,423,1.0,1.0,,piece
63,423,1.0,2.0,,stalk
63,423,1.0,3.0,,clove
63,423,1.0,1.0,,tablespoon
63,424,2.0,1.0,,piece
63,424,2.0,2.0,,stalk
63,424,2.0,3.0,,clove
63,424,2.0,1.0,,tablespoon
63,425,3.0,1.0,,piece
63,425,3.0,2.0,,stalk
63,425,3.0,3.0,,clove
63,425,3.0,1.0,,tablespoon
63,426,1.0,1.0,,piece
63,426,1.0,2.0,,stalk
63,426,1.0,3.0,,clove
63,426,1.0,1.0,,tablespoon
63,427,500.0,1.0,,piece
63,427,500.0,2.0,,stalk
63,427,500.0,3.0,,clove
63,427,500.0,1.0,,tablespoon
63,428,1.0,1.0,,piece
63,428,1.0,2.0,,stalk
63,428,1.0,3.0,,clove
63,428,1.0,1.0,,tablespoon
63,429,1.0,1.0,,piece
63,429,1.0,2.0,,stalk
63,429,1.0,3.0,,clove
63,429,1.0,1.0,,tablespoon
63,430,3.0,1.0,,piece
63,430,3.0,2.0,,stalk
63,430,3.0,3.0,,clove
63,430,3.0,1.0,,tablespoon
63,431,1.0,1.0,,piece
63,431,1.0,2.0,,stalk
63,431,1.0,3.0,,clove
63,431,1.0,1.0,,tablespoon
63,432,1.0,1.0,,piece
63,432,1.0,2.0,,stalk
63,432,1.0,3.0,,clove
63,432,1.0,1.0,,tablespoon
63,433,1.0,1.0,,piece
63,433,1.0,2.0,,stalk
63,433,1.0,3.0,,clove
63,433,1.0,1.0,,tablespoon
64,434,1.0,1.0,,whole
64,434,1.0,1.0,,whole
64,434,1.0,1.0,,whole
64,434,1.0,4.0,,leaf
64,434,1.0,1.0,,whole
64,435,1.0,1.0,,whole
64,435,1.0,1.0,,whole
64,435,1.0,1.0,,whole
64,435,1.0,4.0,,leaf
64,435,1.0,1.0,,whole
64,436,1.0,1.0,,whole
64,436,1.0,1.0,,whole
64,436,1.0,1.0,,whole
64,436,1.0,4.0,,leaf
64,436,1.0,1.0,,whole
64,437,2.0,1.0,,whole
64,437,2.0,1.0,,whole
64,437,2.0,1.0,,whole
64,437,2.0,4.0,,leaf
64,437,2.0,1.0,,whole
64,438,1.0,1.0,,whole
64,438,1.0,1.0,,whole
64,438,1.0,1.0,,whole
64,438,1.0,4.0,,leaf
64,438,1.0,1.0,,whole
64,439,1.0,1.0,,whole
64,439,1.0,1.0,,whole
64,439,1.0,1.0,,whole
64,439,1.0,4.0,,leaf
64,439,1.0,1.0,,whole
64,440,1.0,1.0,,whole
64,440,1.0,1.0,,whole
64,440,1.0,1.0,,whole
64,440,1.0,4.0,,leaf
64,440,1.0,1.0,,whole
64,441,1.0,1.0,,whole
64,441,1.0,1.0,,whole
64,441,1.0,1.0,,whole
64,441,1.0,4.0,,leaf
64,441,1.0,1.0,,whole
64,442,1.0,1.0,,whole
64,442,1.0,1.0,,whole
64,442,1.0,1.0,,whole
64,442,1.0,4.0,,leaf
64,442,1.0,1.0,,whole
65,443,0.0,2.0,,egg
65,443,0.0,5.0,,piece
65,443,0.0,2.0,,clove
65,444,0.0,2.0,,egg
65,444,0.0,5.0,,piece
65,444,0.0,2.0,,clove
65,445,0.0,2.0,,egg
65,445,0.0,5.0,,piece
65,445,0.0,2.0,,clove
65,446,0.0,2.0,,egg
65,446,0.0,5.0,,piece
65,446,0.0,2.0,,clove
65,447,0.0,2.0,,egg
65,447,0.0,5.0,,piece
65,447,0.0,2.0,,clove
66,448,100.0,1.0,,box
66,448,100.0,1.0,,piece
66,449,2.0,1.0,,box
66,449,2.0,1.0,,piece
66,450,2.0,1.0,,box
66,450,2.0,1.0,,piece
66,451,300.0,1.0,,box
66,451,300.0,1.0,,piece
67,,,1.0,,can
67,,,1.0,,cup
67,,,3.0,,yolk
68,452,1.0,1.0,sheet,not stated
68,452,1.0,1.0,sheet,tablespoon
68,452,1.0,1.0,sheet,cup
68,453,1.0,1.0,,not stated
68,453,1.0,1.0,,tablespoon
68,453,1.0,1.0,,cup
68,454,1.0,1.0,,not stated
68,454,1.0,1.0,,tablespoon
68,454,1.0,1.0,,cup
68,455,6.0,1.0,,not stated
68,455,6.0,1.0,,tablespoon
68,455,6.0,1.0,,cup
69,456,2.0,100.0,tablespoon,gram
69,456,2.0,1.0,tablespoon,tablespoon
69,456,2.0,2.0,tablespoon,tablespoon
69,457,1.0,100.0,tablespoon,gram
69,457,1.0,1.0,tablespoon,tablespoon
69,457,1.0,2.0,tablespoon,tablespoon
69,458,1.0,100.0,piece,gram
69,458,1.0,1.0,piece,tablespoon
69,458,1.0,2.0,piece,tablespoon
69,459,1.0,100.0,tablespoon,gram
69,459,1.0,1.0,tablespoon,tablespoon
69,459,1.0,2.0,tablespoon,tablespoon
69,460,0.5,100.0,teaspoon,gram
69,460,0.5,1.0,teaspoon,tablespoon
69,460,0.5,2.0,teaspoon,tablespoon
69,461,2.0,100.0,tablespoon,gram
69,461,2.0,1.0,tablespoon,tablespoon
69,461,2.0,2.0,tablespoon,tablespoon
69,462,1.0,100.0,tablespoon,gram
69,462,1.0,1.0,tablespoon,tablespoon
69,462,1.0,2.0,tablespoon,tablespoon
69,463,2.0,100.0,cup,gram
69,463,2.0,1.0,cup,tablespoon
69,463,2.0,2.0,cup,tablespoon
70,464,1.0,200.0,piece,some
70,464,1.0,1.0,piece,a piece
70,464,1.0,15.0,piece,some
70,465,1.0,200.0,piece,some
70,465,1.0,1.0,piece,a piece
70,465,1.0,15.0,piece,some
70,466,2.0,200.0,piece,some
70,466,2.0,1.0,piece,a piece
70,466,2.0,15.0,piece,some
70,467,2.0,200.0,piece,some
70,467,2.0,1.0,piece,a piece
70,467,2.0,15.0,piece,some
70,468,2.0,200.0,tablespoon,some
70,468,2.0,1.0,tablespoon,a piece
70,468,2.0,15.0,tablespoon,some
70,469,1.0,200.0,piece,some
70,469,1.0,1.0,piece,a piece
70,469,1.0,15.0,piece,some
71,470,10.0,30.0,,some
71,470,10.0,50.0,,piece
71,471,2.0,30.0,,some
71,471,2.0,50.0,,piece
71,472,2.0,30.0,,some
71,472,2.0,50.0,,piece
71,473,2.0,30.0,,some
71,473,2.0,50.0,,piece
71,474,1.0,30.0,,some
71,474,1.0,50.0,,piece
71,475,1.0,30.0,,some
71,475,1.0,50.0,,piece
72,476,1.0,1.0,,serving
72,476,1.0,1.0,,a pinch
72,476,1.0,1.0,,a pinch
72,476,1.0,1.0,,a pinch
72,477,1.0,1.0,,serving
72,477,1.0,1.0,,a pinch
72,477,1.0,1.0,,a pinch
72,477,1.0,1.0,,a pinch
72,478,1.0,1.0,,serving
72,478,1.0,1.0,,a pinch
72,478,1.0,1.0,,a pinch
72,478,1.0,1.0,,a pinch
73,479,0.0,2.0,,cup
73,479,0.0,1.0,,can
73,479,0.0,10.0,,g
73,479,0.0,5.0,,g
73,479,0.0,2.0,,sheet
73,479,0.0,2.0,,tbsp
73,479,0.0,1.0,,pack
73,480,200.0,2.0,,cup
73,480,200.0,1.0,,can
73,480,200.0,10.0,,g
73,480,200.0,5.0,,g
73,480,200.0,2.0,,sheet
73,480,200.0,2.0,,tbsp
73,480,200.0,1.0,,pack
73,481,20.0,2.0,,cup
73,481,20.0,1.0,,can
73,481,20.0,10.0,,g
73,481,20.0,5.0,,g
73,481,20.0,2.0,,sheet
73,481,20.0,2.0,,tbsp
73,481,20.0,1.0,,pack
73,482,10.0,2.0,,cup
73,482,10.0,1.0,,can
73,482,10.0,10.0,,g
73,482,10.0,5.0,,g
73,482,10.0,2.0,,sheet
73,482,10.0,2.0,,tbsp
73,482,10.0,1.0,,pack
73,483,20.0,2.0,,cup
73,483,20.0,1.0,,can
73,483,20.0,10.0,,g
73,483,20.0,5.0,,g
73,483,20.0,2.0,,sheet
73,483,20.0,2.0,,tbsp
73,483,20.0,1.0,,pack
73,484,200.0,2.0,,cup
73,484,200.0,1.0,,can
73,484,200.0,10.0,,g
73,484,200.0,5.0,,g
73,484,200.0,2.0,,sheet
73,484,200.0,2.0,,tbsp
73,484,200.0,1.0,,pack
73,485,20.0,2.0,,cup
73,485,20.0,1.0,,can
73,485,20.0,10.0,,g
73,485,20.0,5.0,,g
73,485,20.0,2.0,,sheet
73,485,20.0,2.0,,tbsp
73,485,20.0,1.0,,pack
74,486,1.0,90.0,,g
74,486,1.0,200.0,,ml
74,486,1.0,120.0,,g
74,486,1.0,1.0,,cup
74,486,1.0,2.0,,piece
74,486,1.0,2.0,,cup
74,486,1.0,1.0,,cup
74,487,1.0,90.0,,g
74,487,1.0,200.0,,ml
74,487,1.0,120.0,,g
74,487,1.0,1.0,,cup
74,487,1.0,2.0,,piece
74,487,1.0,2.0,,cup
74,487,1.0,1.0,,cup
74,488,1.0,90.0,,g
74,488,1.0,200.0,,ml
74,488,1.0,120.0,,g
74,488,1.0,1.0,,cup
74,488,1.0,2.0,,piece
74,488,1.0,2.0,,cup
74,488,1.0,1.0,,cup
74,489,1.0,90.0,,g
74,489,1.0,200.0,,ml
74,489,1.0,120.0,,g
74,489,1.0,1.0,,cup
74,489,1.0,2.0,,piece
74,489,1.0,2.0,,cup
74,489,1.0,1.0,,cup
74,490,1.0,90.0,,g
74,490,1.0,200.0,,ml
74,490,1.0,120.0,,g
74,490,1.0,1.0,,cup
74,490,1.0,2.0,,piece
74,490,1.0,2.0,,cup
74,490,1.0,1.0,,cup
74,491,4.0,90.0,,g
74,491,4.0,200.0,,ml
74,491,4.0,120.0,,g
74,491,4.0,1.0,,cup
74,491,4.0,2.0,,piece
74,491,4.0,2.0,,cup
74,491,4.0,1.0,,cup
74,492,1.0,90.0,,g
74,492,1.0,200.0,,ml
74,492,1.0,120.0,,g
74,492,1.0,1.0,,cup
74,492,1.0,2.0,,piece
74,492,1.0,2.0,,cup
74,492,1.0,1.0,,cup
74,493,1.0,90.0,,g
74,493,1.0,200.0,,ml
74,493,1.0,120.0,,g
74,493,1.0,1.0,,cup
74,493,1.0,2.0,,piece
74,493,1.0,2.0,,cup
74,493,1.0,1.0,,cup
74,494,1.0,90.0,,g
74,494,1.0,200.0,,ml
74,494,1.0,120.0,,g
74,494,1.0,1.0,,cup
74,494,1.0,2.0,,piece
74,494,1.0,2.0,,cup
74,494,1.0,1.0,,cup
74,495,1.0,90.0,,g
74,495,1.0,200.0,,ml
74,495,1.0,120.0,,g
74,495,1.0,1.0,,cup
74,495,1.0,2.0,,piece
74,495,1.0,2.0,,cup
74,495,1.0,1.0,,cup
74,496,1.0,90.0,,g
74,496,1.0,200.0,,ml
74,496,1.0,120.0,,g
74,496,1.0,1.0,,cup
74,496,1.0,2.0,,piece
74,496,1.0,2.0,,cup
74,496,1.0,1.0,,cup
74,497,1.0,90.0,,g
74,497,1.0,200.0,,ml
74,497,1.0,120.0,,g
74,497,1.0,1.0,,cup
74,497,1.0,2.0,,piece
74,497,1.0,2.0,,cup
74,497,1.0,1.0,,cup
74,498,1.0,90.0,,g
74,498,1.0,200.0,,ml
74,498,1.0,120.0,,g
74,498,1.0,1.0,,cup
74,498,1.0,2.0,,piece
74,498,1.0,2.0,,cup
74,498,1.0,1.0,,cup
75,499,8.0,2.0,slice,slice
75,499,8.0,100.0,slice,g
75,499,8.0,2.0,slice,tbsp
75,499,8.0,15.0,slice,g
75,500,2.0,2.0,sheet,slice
75,500,2.0,100.0,sheet,g
75,500,2.0,2.0,sheet,tbsp
75,500,2.0,15.0,sheet,g
75,501,1.0,2.0,piece,slice
75,501,1.0,100.0,piece,g
75,501,1.0,2.0,piece,tbsp
75,501,1.0,15.0,piece,g
75,502,2.0,2.0,piece,slice
75,502,2.0,100.0,piece,g
75,502,2.0,2.0,piece,tbsp
75,502,2.0,15.0,piece,g
75,503,1.0,2.0,tablespoon,slice
75,503,1.0,100.0,tablespoon,g
75,503,1.0,2.0,tablespoon,tbsp
75,503,1.0,15.0,tablespoon,g
76,,,1.0,,cup
76,,,2.0,,slice
76,,,2.0,,slice
77,,,2.0,,cup
77,,,2.0,,cup
77,,,1.0,,tbsp
77,,,1.0,,pinch
77,,,1.0,,tsp
77,,,180.0,,ml
77,,,120.0,,g
78,504,2.0,1.0,,bundle
78,504,2.0,200.0,,ml
78,504,2.0,1.0,,piece
78,504,2.0,2.0,,tbsp
78,504,2.0,1.0,,pinch
78,504,2.0,1.0,,tbsp
78,504,2.0,1.0,,cup
78,504,2.0,1.0,,cup
78,504,2.0,120.0,,ml
78,504,2.0,1.0,,cup
78,504,2.0,1.0,,bundle
78,505,1.0,1.0,,bundle
78,505,1.0,200.0,,ml
78,505,1.0,1.0,,piece
78,505,1.0,2.0,,tbsp
78,505,1.0,1.0,,pinch
78,505,1.0,1.0,,tbsp
78,505,1.0,1.0,,cup
78,505,1.0,1.0,,cup
78,505,1.0,120.0,,ml
78,505,1.0,1.0,,cup
78,505,1.0,1.0,,bundle
78,506,2.0,1.0,,bundle
78,506,2.0,200.0,,ml
78,506,2.0,1.0,,piece
78,506,2.0,2.0,,tbsp
78,506,2.0,1.0,,pinch
78,506,2.0,1.0,,tbsp
78,506,2.0,1.0,,cup
78,506,2.0,1.0,,cup
78,506,2.0,120.0,,ml
78,506,2.0,1.0,,cup
78,506,2.0,1.0,,bundle
78,507,2.0,1.0,,bundle
78,507,2.0,200.0,,ml
78,507,2.0,1.0,,piece
78,507,2.0,2.0,,tbsp
78,507,2.0,1.0,,pinch
78,507,2.0,1.0,,tbsp
78,507,2.0,1.0,,cup
78,507,2.0,1.0,,cup
78,507,2.0,120.0,,ml
78,507,2.0,1.0,,cup
78,507,2.0,1.0,,bundle
78,508,1.0,1.0,,bundle
78,508,1.0,200.0,,ml
78,508,1.0,1.0,,piece
78,508,1.0,2.0,,tbsp
78,508,1.0,1.0,,pinch
78,508,1.0,1.0,,tbsp
78,508,1.0,1.0,,cup
78,508,1.0,1.0,,cup
78,508,1.0,120.0,,ml
78,508,1.0,1.0,,cup
78,508,1.0,1.0,,bundle
78,509,1.0,1.0,,bundle
78,509,1.0,200.0,,ml
78,509,1.0,1.0,,piece
78,509,1.0,2.0,,tbsp
78,509,1.0,1.0,,pinch
78,509,1.0,1.0,,tbsp
78,509,1.0,1.0,,cup
78,509,1.0,1.0,,cup
78,509,1.0,120.0,,ml
78,509,1.0,1.0,,cup
78,509,1.0,1.0,,bundle
78,510,2.0,1.0,,bundle
78,510,2.0,200.0,,ml
78,510,2.0,1.0,,piece
78,510,2.0,2.0,,tbsp
78,510,2.0,1.0,,pinch
78,510,2.0,1.0,,tbsp
78,510,2.0,1.0,,cup
78,510,2.0,1.0,,cup
78,510,2.0,120.0,,ml
78,510,2.0,1.0,,cup
78,510,2.0,1.0,,bundle
79,511,250.0,,,
79,511,250.0,1.0,,cup
79,511,250.0,2.0,,cup
79,511,250.0,150.0,,ml
79,511,250.0,200.0,,ml
79,511,250.0,1.0,,cup
79,511,250.0,1.0,,cup
79,511,250.0,1.0,,tbsp
79,511,250.0,1.0,,pinch
79,512,200.0,,,
79,512,200.0,1.0,,cup
79,512,200.0,2.0,,cup
79,512,200.0,150.0,,ml
79,512,200.0,200.0,,ml
79,512,200.0,1.0,,cup
79,512,200.0,1.0,,cup
79,512,200.0,1.0,,tbsp
79,512,200.0,1.0,,pinch
79,513,100.0,,,
79,513,100.0,1.0,,cup
79,513,100.0,2.0,,cup
79,513,100.0,150.0,,ml
79,513,100.0,200.0,,ml
79,513,100.0,1.0,,cup
79,513,100.0,1.0,,cup
79,513,100.0,1.0,,tbsp
79,513,100.0,1.0,,pinch
79,514,500.0,,,
79,514,500.0,1.0,,cup
79,514,500.0,2.0,,cup
79,514,500.0,150.0,,ml
79,514,500.0,200.0,,ml
79,514,500.0,1.0,,cup
79,514,500.0,1.0,,cup
79,514,500.0,1.0,,tbsp
79,514,500.0,1.0,,pinch
79,515,40.0,,,
79,515,40.0,1.0,,cup
79,515,40.0,2.0,,cup
79,515,40.0,150.0,,ml
79,515,40.0,200.0,,ml
79,515,40.0,1.0,,cup
79,515,40.0,1.0,,cup
79,515,40.0,1.0,,tbsp
79,515,40.0,1.0,,pinch
79,516,20.0,,,
79,516,20.0,1.0,,cup
79,516,20.0,2.0,,cup
79,516,20.0,150.0,,ml
79,516,20.0,200.0,,ml
79,516,20.0,1.0,,cup
79,516,20.0,1.0,,cup
79,516,20.0,1.0,,tbsp
79,516,20.0,1.0,,pinch
80,517,2.0,2.0,,clove
80,517,2.0,2.0,,slice
80,517,2.0,3.0,,piece
80,517,2.0,1.0,,tsp
80,517,2.0,1.0,,tsp
80,517,2.0,1.0,,tbsp
80,517,2.0,1.0,,piece
80,517,2.0,80.0,,ml
80,517,2.0,1.0,,tbsp
80,517,2.0,1.0,,tsp
80,517,2.0,1.0,,plate
80,517,2.0,1.0,,sprig
80,518,2.0,2.0,,clove
80,518,2.0,2.0,,slice
80,518,2.0,3.0,,piece
80,518,2.0,1.0,,tsp
80,518,2.0,1.0,,tsp
80,518,2.0,1.0,,tbsp
80,518,2.0,1.0,,piece
80,518,2.0,80.0,,ml
80,518,2.0,1.0,,tbsp
80,518,2.0,1.0,,tsp
80,518,2.0,1.0,,plate
80,518,2.0,1.0,,sprig
80,519,2.0,2.0,,clove
80,519,2.0,2.0,,slice
80,519,2.0,3.0,,piece
80,519,2.0,1.0,,tsp
80,519,2.0,1.0,,tsp
80,519,2.0,1.0,,tbsp
80,519,2.0,1.0,,piece
80,519,2.0,80.0,,ml
80,519,2.0,1.0,,tbsp
80,519,2.0,1.0,,tsp
80,519,2.0,1.0,,plate
80,519,2.0,1.0,,sprig
80,520,2.0,2.0,,clove
80,520,2.0,2.0,,slice
80,520,2.0,3.0,,piece
80,520,2.0,1.0,,tsp
80,520,2.0,1.0,,tsp
80,520,2.0,1.0,,tbsp
80,520,2.0,1.0,,piece
80,520,2.0,80.0,,ml
80,520,2.0,1.0,,tbsp
80,520,2.0,1.0,,tsp
80,520,2.0,1.0,,plate
80,520,2.0,1.0,,sprig
80,521,2.0,2.0,,clove
80,521,2.0,2.0,,slice
80,521,2.0,3.0,,piece
80,521,2.0,1.0,,tsp
80,521,2.0,1.0,,tsp
80,521,2.0,1.0,,tbsp
80,521,2.0,1.0,,piece
80,521,2.0,80.0,,ml
80,521,2.0,1.0,,tbsp
80,521,2.0,1.0,,tsp
80,521,2.0,1.0,,plate
80,521,2.0,1.0,,sprig
80,522,2.0,2.0,,clove
80,522,2.0,2.0,,slice
80,522,2.0,3.0,,piece
80,522,2.0,1.0,,tsp
80,522,2.0,1.0,,tsp
80,522,2.0,1.0,,tbsp
80,522,2.0,1.0,,piece
80,522,2.0,80.0,,ml
80,522,2.0,1.0,,tbsp
80,522,2.0,1.0,,tsp
80,522,2.0,1.0,,plate
80,522,2.0,1.0,,sprig
80,523,2.0,2.0,,clove
80,523,2.0,2.0,,slice
80,523,2.0,3.0,,piece
80,523,2.0,1.0,,tsp
80,523,2.0,1.0,,tsp
80,523,2.0,1.0,,tbsp
80,523,2.0,1.0,,piece
80,523,2.0,80.0,,ml
80,523,2.0,1.0,,tbsp
80,523,2.0,1.0,,tsp
80,523,2.0,1.0,,plate
80,523,2.0,1.0,,sprig
80,524,2.0,2.0,,clove
80,524,2.0,2.0,,slice
80,524,2.0,3.0,,piece
80,524,2.0,1.0,,tsp
80,524,2.0,1.0,,tsp
80,524,2.0,1.0,,tbsp
80,524,2.0,1.0,,piece
80,524,2.0,80.0,,ml
80,524,2.0,1.0,,tbsp
80,524,2.0,1.0,,tsp
80,524,2.0,1.0,,plate
80,524,2.0,1.0,,sprig
80,525,2.0,2.0,,clove
80,525,2.0,2.0,,slice
80,525,2.0,3.0,,piece
80,525,2.0,1.0,,tsp
80,525,2.0,1.0,,tsp
80,525,2.0,1.0,,tbsp
80,525,2.0,1.0,,piece
80,525,2.0,80.0,,ml
80,525,2.0,1.0,,tbsp
80,525,2.0,1.0,,tsp
80,525,2.0,1.0,,plate
80,525,2.0,1.0,,sprig
80,526,2.0,2.0,,clove
80,526,2.0,2.0,,slice
80,526,2.0,3.0,,piece
80,526,2.0,1.0,,tsp
80,526,2.0,1.0,,tsp
80,526,2.0,1.0,,tbsp
80,526,2.0,1.0,,piece
80,526,2.0,80.0,,ml
80,526,2.0,1.0,,tbsp
80,526,2.0,1.0,,tsp
80,526,2.0,1.0,,plate
80,526,2.0,1.0,,sprig
80,527,250.0,2.0,,clove
80,527,250.0,2.0,,slice
80,527,250.0,3.0,,piece
80,527,250.0,1.0,,tsp
80,527,250.0,1.0,,tsp
80,527,250.0,1.0,,tbsp
80,527,250.0,1.0,,piece
80,527,250.0,80.0,,ml
80,527,250.0,1.0,,tbsp
80,527,250.0,1.0,,tsp
80,527,250.0,1.0,,plate
80,527,250.0,1.0,,sprig
80,528,2.0,2.0,,clove
80,528,2.0,2.0,,slice
80,528,2.0,3.0,,piece
80,528,2.0,1.0,,tsp
80,528,2.0,1.0,,tsp
80,528,2.0,1.0,,tbsp
80,528,2.0,1.0,,piece
80,528,2.0,80.0,,ml
80,528,2.0,1.0,,tbsp
80,528,2.0,1.0,,tsp
80,528,2.0,1.0,,plate
80,528,2.0,1.0,,sprig
81,,,1.0,,unit
81,,,1.0,,unit
81,,,1.0,,unit
81,,,1.0,,unit
81,,,1.0,,unit
82,,,1.0,,unit
82,,,1.0,,unit
82,,,1.0,,unit
82,,,1.0,,unit
82,,,1.0,,unit
82,,,1.0,,unit
82,,,1.0,,unit
82,,,1.0,,unit
83,529,1.0,1.0,tablespoon,unit
83,529,1.0,1.0,tablespoon,unit
83,529,1.0,1.0,tablespoon,unit
83,529,1.0,1.0,tablespoon,unit
83,529,1.0,1.0,tablespoon,unit
83,529,1.0,1.0,tablespoon,unit
83,529,1.0,1.0,tablespoon,unit
83,529,1.0,1.0,tablespoon,unit
83,530,1.0,1.0,,unit
83,530,1.0,1.0,,unit
83,530,1.0,1.0,,unit
83,530,1.0,1.0,,unit
83,530,1.0,1.0,,unit
83,530,1.0,1.0,,unit
83,530,1.0,1.0,,unit
83,530,1.0,1.0,,unit
83,531,10.0,1.0,tablespoon,unit
83,531,10.0,1.0,tablespoon,unit
83,531,10.0,1.0,tablespoon,unit
83,531,10.0,1.0,tablespoon,unit
83,531,10.0,1.0,tablespoon,unit
83,531,10.0,1.0,tablespoon,unit
83,531,10.0,1.0,tablespoon,unit
83,531,10.0,1.0,tablespoon,unit
83,532,150.0,1.0,grams,unit
83,532,150.0,1.0,grams,unit
83,532,150.0,1.0,grams,unit
83,532,150.0,1.0,grams,unit
83,532,150.0,1.0,grams,unit
83,532,150.0,1.0,grams,unit
83,532,150.0,1.0,grams,unit
83,532,150.0,1.0,grams,unit
83,533,1.0,1.0,,unit
83,533,1.0,1.0,,unit
83,533,1.0,1.0,,unit
83,533,1.0,1.0,,unit
83,533,1.0,1.0,,unit
83,533,1.0,1.0,,unit
83,533,1.0,1.0,,unit
83,533,1.0,1.0,,unit
83,534,0.25,1.0,,unit
83,534,0.25,1.0,,unit
83,534,0.25,1.0,,unit
83,534,0.25,1.0,,unit
83,534,0.25,1.0,,unit
83,534,0.25,1.0,,unit
83,534,0.25,1.0,,unit
83,534,0.25,1.0,,unit
83,535,0.25,1.0,,unit
83,535,0.25,1.0,,unit
83,535,0.25,1.0,,unit
83,535,0.25,1.0,,unit
83,535,0.25,1.0,,unit
83,535,0.25,1.0,,unit
83,535,0.25,1.0,,unit
83,535,0.25,1.0,,unit
84,536,100.0,1.0,g,unit
84,536,100.0,1.0,g,unit
84,536,100.0,1.0,g,unit
84,536,100.0,1.0,g,unit
84,536,100.0,1.0,g,unit
84,536,100.0,1.0,g,unit
84,536,100.0,1.0,g,unit
84,537,1.0,1.0,,unit
84,537,1.0,1.0,,unit
84,537,1.0,1.0,,unit
84,537,1.0,1.0,,unit
84,537,1.0,1.0,,unit
84,537,1.0,1.0,,unit
84,537,1.0,1.0,,unit
84,538,50.0,1.0,,unit
84,538,50.0,1.0,,unit
84,538,50.0,1.0,,unit
84,538,50.0,1.0,,unit
84,538,50.0,1.0,,unit
84,538,50.0,1.0,,unit
84,538,50.0,1.0,,unit
84,539,50.0,1.0,pieces,unit
84,539,50.0,1.0,pieces,unit
84,539,50.0,1.0,pieces,unit
84,539,50.0,1.0,pieces,unit
84,539,50.0,1.0,pieces,unit
84,539,50.0,1.0,pieces,unit
84,539,50.0,1.0,pieces,unit
84,540,50.0,1.0,,unit
84,540,50.0,1.0,,unit
84,540,50.0,1.0,,unit
84,540,50.0,1.0,,unit
84,540,50.0,1.0,,unit
84,540,50.0,1.0,,unit
84,540,50.0,1.0,,unit
84,541,100.0,1.0,,unit
84,541,100.0,1.0,,unit
84,541,100.0,1.0,,unit
84,541,100.0,1.0,,unit
84,541,100.0,1.0,,unit
84,541,100.0,1.0,,unit
84,541,100.0,1.0,,unit
84,542,100.0,1.0,,unit
84,542,100.0,1.0,,unit
84,542,100.0,1.0,,unit
84,542,100.0,1.0,,unit
84,542,100.0,1.0,,unit
84,542,100.0,1.0,,unit
84,542,100.0,1.0,,unit
85,,,1.0,,unit
85,,,1.0,,unit
85,,,1.0,,unit
85,,,1.0,,unit
85,,,1.0,,unit
85,,,1.0,,unit
85,,,1.0,,unit
85,,,1.0,,unit
85,,,1.0,,unit
85,,,1.0,,unit
85,,,1.0,,unit
86,543,0.0,1.0,,unit
86,543,0.0,1.0,,unit
86,543,0.0,1.0,,unit
86,543,0.0,1.0,,unit
86,543,0.0,1.0,,unit
86,543,0.0,1.0,,chunks
86,544,0.0,1.0,,unit
86,544,0.0,1.0,,unit
86,544,0.0,1.0,,unit
86,544,0.0,1.0,,unit
86,544,0.0,1.0,,unit
86,544,0.0,1.0,,chunks
